n1,n2,weight
1,2,-2.1714e+00
1,3,9.9468e-01
1,4,2.7822e-01
1,5,-9.4657e-01
1,6,-2.3011e-01
1,7,-4.3940e-02
1,8,6.7252e-01
1,9,6.7252e-01
1,10,-4.3824e-01
1,11,1.2671e+00
1,12,1.1809e+00
1,13,-2.3011e-01
1,14,2.2195e+00
1,15,-4.3824e-01
1,16,1.7111e+00
1,17,-2.3011e-01
1,18,1.2671e+00
1,19,2.4919e+00
1,20,6.7252e-01
2,1,3.2361e+00
2,3,1.5030e+00
2,4,1.5751e+00
2,5,2.4919e+00
2,6,1.7754e+00
2,7,-9.4657e-01
2,8,1.2671e+00
2,9,2.7999e+00
2,10,1.1809e+00
2,11,1.2671e+00
2,12,3.0002e+00
2,13,-4.3940e-02
2,14,3.7989e+00
2,15,6.7252e-01
2,16,3.3945e+00
2,17,3.1221e+00
2,18,1.5030e+00
2,19,3.6304e+00
2,20,3.0002e+00
3,1,-1.2687e+00
3,2,-9.4657e-01
3,4,1.2671e+00
3,5,5.5061e-01
3,6,-2.3011e-01
3,7,5.5061e-01
3,8,-2.3011e-01
3,9,2.9359e+00
3,10,-1.6630e+00
3,11,2.0113e+00
3,12,2.1697e+00
3,13,-6.7419e-01
3,14,-2.3011e-01
3,15,7.8656e-01
3,16,-4.3824e-01
3,17,1.1809e+00
3,18,1.5030e+00
3,19,1.5030e+00
3,20,1.5030e+00
4,1,2.7822e-01
4,2,-9.4657e-01
4,3,1.2671e+00
4,5,-9.4657e-01
4,6,1.1809e+00
4,7,2.7822e-01
4,8,1.7754e+00
4,9,1.8973e+00
4,10,2.1697e+00
4,11,-4.3824e-01
4,12,1.7754e+00
4,13,6.7252e-01
4,14,2.6138e+00
4,15,9.9468e-01
4,16,3.2083e+00
4,17,2.7278e+00
4,18,-2.3011e-01
4,19,6.7252e-01
4,20,1.7754e+00
5,1,-2.3011e-01
5,2,-9.4657e-01
5,3,7.8656e-01
5,4,1.8973e+00
5,6,1.5030e+00
5,7,-4.3940e-02
5,8,-4.3824e-01
5,9,1.5751e+00
5,10,2.0113e+00
5,11,-4.3940e-02
5,12,3.2905e+00
5,13,2.0113e+00
5,14,2.4919e+00
5,15,1.5030e+00
5,16,2.7822e-01
5,17,2.7278e+00
5,18,1.1809e+00
5,19,2.7999e+00
5,20,2.4056e+00
6,1,7.8656e-01
6,2,2.7822e-01
6,3,1.5751e+00
6,4,7.8656e-01
6,5,2.7822e-01
6,7,6.7252e-01
6,8,9.9468e-01
6,9,1.7754e+00
6,10,-2.3011e-01
6,11,1.5030e+00
6,12,-4.3940e-02
6,13,9.9468e-01
6,14,1.1809e+00
6,15,7.8656e-01
6,16,1.1809e+00
6,17,1.2671e+00
6,18,1.7754e+00
6,19,1.8973e+00
6,20,9.9468e-01
7,1,-2.1714e+00
7,2,2.7822e-01
7,3,2.7822e-01
7,4,1.5751e+00
7,5,5.5061e-01
7,6,-4.3940e-02
7,8,2.7822e-01
7,9,1.2671e+00
7,10,1.1809e+00
7,11,-2.3011e-01
7,12,5.5061e-01
7,13,5.5061e-01
7,14,2.7822e-01
7,15,9.9468e-01
7,16,-9.4657e-01
7,17,6.7252e-01
7,18,-4.3940e-02
7,19,2.2195e+00
7,20,2.7822e-01
8,1,6.7252e-01
8,2,2.9359e+00
8,3,-2.1714e+00
8,4,4.1607e+00
8,5,6.7252e-01
8,6,6.7252e-01
8,7,2.7822e-01
8,9,2.2195e+00
8,10,1.1809e+00
8,11,1.5030e+00
8,12,1.5030e+00
8,13,2.7822e-01
8,14,1.5030e+00
8,15,-2.8878e+00
8,16,9.9468e-01
8,17,6.7252e-01
8,18,-4.3824e-01
8,19,2.6138e+00
8,20,1.1809e+00
9,1,-1.6630e+00
9,2,-9.4657e-01
9,3,2.7822e-01
9,4,7.8656e-01
9,5,6.7252e-01
9,6,2.7822e-01
9,7,-4.3824e-01
9,8,1.1809e+00
9,10,2.7822e-01
9,11,-2.8878e+00
9,12,2.7822e-01
9,13,-9.4657e-01
9,14,1.7754e+00
9,15,1.5751e+00
9,16,1.8973e+00
9,17,-1.2687e+00
9,18,-1.6630e+00
9,19,2.2195e+00
9,20,-9.4657e-01
10,1,-9.4657e-01
10,2,-9.4657e-01
10,3,-1.6630e+00
10,4,-2.1714e+00
10,5,5.5061e-01
10,6,6.7252e-01
10,7,-9.4657e-01
10,8,2.7822e-01
10,9,2.2195e+00
10,11,-1.6630e+00
10,12,-4.3940e-02
10,13,6.7252e-01
10,14,2.7822e-01
10,15,-4.3824e-01
10,16,1.5030e+00
10,17,7.8656e-01
10,18,-2.1714e+00
10,19,1.1809e+00
10,20,2.7822e-01
11,1,-4.3940e-02
11,2,-9.4657e-01
11,3,2.7822e-01
11,4,1.1809e+00
11,5,-1.2687e+00
11,6,-4.3940e-02
11,7,2.7822e-01
11,8,-4.3824e-01
11,9,6.7252e-01
11,10,2.7822e-01
11,12,-4.3824e-01
11,13,-4.3940e-02
11,14,2.7822e-01
11,15,-1.6630e+00
11,16,-9.4657e-01
11,17,1.1809e+00
11,18,-9.4657e-01
11,19,-2.3011e-01
11,20,-2.3011e-01
12,1,-9.4657e-01
12,2,9.9468e-01
12,3,-9.4657e-01
12,4,6.7252e-01
