n1,n2,weight
1,2,-4.4559e+00
1,3,-1.7522e+00
1,4,2.0591e+00
1,5,-6.6263e-01
1,6,-2.2040e+00
1,7,-4.4559e+00
1,8,-3.4499e+00
1,9,8.8364e-01
1,10,1.3659e+00
1,11,2.8800e-01
1,12,-3.1683e-01
1,13,-2.2913e-01
1,14,1.7740e+00
1,15,7.3976e-01
1,16,1.4180e+00
1,17,1.8019e+00
1,18,2.5307e+00
1,19,4.9972e-01
1,20,2.5307e+00
2,1,2.4264e+00
2,3,1.4008e+00
2,4,1.4686e+00
2,5,-5.0622e-01
2,6,9.2915e-01
2,7,2.8800e-01
2,8,-8.3396e-01
2,9,1.1607e+00
2,10,1.2939e+00
2,11,1.4180e+00
2,12,-1.9639e+00
2,13,-1.0511e-01
2,14,2.7476e+00
2,15,7.3976e-01
2,16,1.7740e+00
2,17,7.3976e-01
2,18,1.9732e+00
2,19,3.0753e+00
2,20,1.3122e+00
3,1,1.2569e+00
3,2,2.2263e-01
3,4,1.9732e+00
3,5,-5.5686e-01
3,6,1.4686e+00
3,7,-1.0912e+00
3,8,1.1607e+00
3,9,3.0753e+00
3,10,6.8912e-01
3,11,1.6580e+00
3,12,1.0169e+00
3,13,1.3122e+00
3,14,9.2915e-01
3,15,1.5016e+00
3,16,1.9857e+00
3,17,9.2915e-01
3,18,8.6044e-01
3,19,1.4008e+00
3,20,2.2628e+00
4,1,-1.2351e+00
4,2,-9.5798e-01
4,3,2.5307e+00
4,5,4.9972e-01
4,6,1.0906e-02
4,7,8.8364e-01
4,8,5.5590e-01
4,9,1.3122e+00
4,10,3.8578e+00
4,11,4.3348e+00
4,12,1.3122e+00
4,13,1.3122e+00
4,14,2.3465e+00
4,15,2.7557e+00
4,16,1.0381e+00
4,17,2.3868e+00
4,18,1.8019e+00
4,19,4.1202e-01
4,20,2.2304e+00
5,1,-2.2040e+00
5,2,-4.0548e+00
5,3,-5.5686e-01
5,4,4.1202e-01
5,6,-5.5686e-01
5,7,-2.2913e-01
5,8,2.8800e-01
5,9,1.8019e+00
5,10,1.1607e+00
5,11,-6.6263e-01
5,12,2.2263e-01
5,13,4.1202e-01
5,14,1.9732e+00
5,15,-3.1683e-01
5,16,1.9351e+00
5,17,-3.6234e-01
5,18,2.0591e+00
5,19,1.6580e+00
5,20,1.5340e+00
6,1,1.1005e+00
6,2,8.6044e-01
6,3,2.8800e-01
6,4,1.0169e+00
6,5,4.1202e-01
6,7,9.5148e-01
6,8,4.9972e-01
6,9,1.2939e+00
6,10,4.9972e-01
6,11,1.8830e+00
6,12,2.5582e+00
6,13,-7.1794e-01
6,14,1.2569e+00
6,15,1.0906e-02
6,16,7.3976e-01
6,17,6.8912e-01
