n1,n2,weight
1,2,-1.7881e+00
1,3,-6.6506e-02
1,4,1.7910e+00
1,5,7.3471e-01
1,6,-2.4124e-01
1,7,3.8182e-01
1,8,-9.1751e-02
1,9,-1.1305e+00
1,10,9.6825e-01
1,11,4.3103e-01
1,12,-7.9896e-02
1,13,-2.1411e-01
1,14,3.2019e+00
1,15,1.3139e+00
1,16,4.5826e-01
1,17,3.9936e+00
1,18,4.6635e+00
1,19,1.2973e+00
1,20,3.8954e+00
2,1,5.4892e+00
2,3,4.2516e+00
2,4,5.9493e+00
2,5,4.2546e+00
2,6,1.3037e+00
2,7,3.8276e+00
2,8,3.6525e+00
2,9,2.0384e+00
2,10,3.0784e+00
2,11,6.2379e+00
2,12,6.5388e+00
2,13,2.8575e+00
2,14,8.1691e+00
2,15,3.4069e+00
2,16,6.0992e+00
2,17,4.6269e+00
2,18,7.4727e+00
2,19,5.7141e+00
2,20,4.6242e+00
3,1,1.2396e+00
3,2,-1.6524e+00
3,4,1.0922e+00
3,5,7.9555e-01
3,6,-1.8108e-01
3,7,1.3593e+00
3,8,2.5367e+00
3,9,3.9378e-02
3,10,-9.5469e-01
3,11,7.9995e-01
3,12,1.5904e+00
3,13,6.3671e-01
3,14,1.1754e+00
3,15,2.7056e+00
3,16,1.9817e+00
3,17,2.3573e+00
3,18,3.3016e+00
3,19,1.4220e+00
3,20,2.1967e+00
4,1,2.2806e-02
4,2,-1.7499e+00
4,3,5.0410e-01
4,5,2.9937e-01
4,6,-8.1246e-01
4,7,2.7470e-01
4,8,-8.8336e-01
4,9,1.7239e-01
4,10,1.8573e+00
4,11,4.5050e+00
4,12,4.1136e+00
4,13,2.2834e+00
4,14,2.2909e+00
4,15,1.1518e+00
4,16,2.5273e+00
4,17,2.3424e+00
4,18,5.9376e-01
4,19,1.3867e+00
4,20,3.0042e+00
5,1,-7.4487e-01
5,2,-1.9359e+00
5,3,-2.0997e+00
5,4,-7.0655e-03
5,6,5.4259e-01
5,7,9.9820e-01
5,8,5.8001e-01
5,9,-5.6122e-01
5,10,9.8251e-01
5,11,-1.1042e+00
5,12,2.3402e+00
5,13,2.9215e+00
5,14,1.8446e+00
5,15,-6.0041e-02
5,16,1.1898e+00
5,17,1.3679e+00
5,18,2.5074e+00
5,19,9.2551e-01
5,20,2.1362e+00
6,1,2.0486e+00
6,2,7.9259e-01
6,3,-1.4970e-01
6,4,7.1059e-01
6,5,2.6961e+00
6,7,-6.4857e-01
6,8,1.3879e+00
6,9,-1.0573e-01
6,10,3.3917e-01
6,11,2.8380e+00
6,12,1.6052e+00
6,13,-5.5203e-02
6,14,3.0724e+00
6,15,-4.6011e-01
6,16,-1.1985e-02
6,17,9.7453e-01
6,18,2.1109e+00
6,19,2.6244e+00
6,20,2.1570e+00
7,1,1.7783e+00
7,2,-2.6523e-01
7,3,-8.4238e-01
7,4,1.4426e+00
7,5,-3.4485e-02
7,6,-5.2989e-01
7,8,8.3394e-01
7,9,1.3795e+00
7,10,2.5319e-01
7,11,1.2067e+00
7,12,1.0825e+00
7,13,2.1152e+00
7,14,1.8394e+00
7,15,2.6865e+00
7,16,3.6672e+00
7,17,2.9077e-01
7,18,2.2727e+00
7,19,3.3539e+00
7,20,1.2326e+00
8,1,6.6231e-01
8,2,-6.5104e-01
8,3,-2.5746e+00
8,4,2.2195e+00
8,5,-1.4116e+00
8,6,-3.9992e-01
8,7,-1.5722e+00
8,9,1.1756e-01
8,10,-8.0371e-01
8,11,7.6481e-01
8,12,1.1310e+00
8,13,4.8970e-01
8,14,-1.5680e-01
8,15,-7.0913e-01
8,16,2.2846e-01
8,17,2.7175e+00
8,18,1.0577e-01
8,19,1.4419e+00
8,20,-8.0088e-01
9,1,1.2968e+00
9,2,-1.4501e-01
9,3,-1.5855e+00
9,4,8.1868e-01
9,5,2.3870e-01
9,6,-1.0908e+00
9,7,-1.5436e-03
9,8,1.6975e+00
9,10,2.5542e-01
9,11,1.0540e+00
9,12,-3.7890e-02
9,13,1.8496e+00
9,14,1.8257e+00
9,15,2.3182e+00
9,16,1.1591e+00
9,17,1.3034e+00
9,18,7.3377e-01
9,19,2.1326e+00
9,20,1.1879e+00
10,1,-2.0432e+00
10,2,-1.4865e+00
10,3,-1.1123e+00
10,4,-1.4753e+00
10,5,-2.0200e-01
10,6,7.6073e-02
10,7,-3.5403e-01
10,8,-1.1113e+00
10,9,-1.0921e+00
10,11,-6.1946e-01
10,12,7.6660e-01
10,13,-1.8075e+00
10,14,2.7425e-01
10,15,-2.6980e-01
10,16,-4.1494e-01
10,17,6.1521e-01
10,18,1.4685e+00
10,19,-6.7781e-01
10,20,2.6331e-01
11,1,-3.0102e-01
11,2,-2.5504e+00
11,3,-7.7589e-01
11,4,-2.3734e+00
11,5,3.0462e-01
11,6,-2.0745e+00
11,7,-3.2956e-01
11,8,-1.2152e+00
11,9,-1.5680e+00
11,10,-1.6033e+00
11,12,7.1949e-01
11,13,7.9611e-01
11,14,-4.7289e-01
11,15,-5.3235e-01
11,16,6.0711e-02
11,17,-5.1665e-01
11,18,2.4254e-01
11,19,5.0208e-01
11,20,1.3923e-01
12,1,4.5454e-01
12,2,-1.5825e+00
12,3,-1.1580e+00
12,4,-1.1955e+00
12,5,-4.0320e-01
12,6,-9.8579e-01
12,7,-1.1996e-01
12,8,-1.1695e+00
12,9,-1.4924e-01
12,10,1.0253e+00
12,11,3.4865e-01
12,13,1.6841e+00
12,14,2.6803e-01
12,15,7.6035e-02
12,16,-3.2800e-01
12,17,4.4300e-01
12,18,-2.1958e-01
12,19,7.2571e-01
12,20,-1.0519e-01
13,1,5.6641e-01
13,2,-1.6658e+00
13,3,-1.2282e+00
13,4,-1.8303e+00
13,5,-1.2686e-01
13,6,-6.8410e-01
13,7,-1.5132e+00
