n1,n2,weight
1,2,-8.7177e-01
1,3,1.4851e-01
1,4,1.7097e+00
1,5,2.2636e+00
1,6,8.3589e-01
1,7,7.2086e-01
1,8,7.3997e-01
1,9,1.6192e+00
1,10,2.0227e+00
1,11,2.0020e+00
1,12,1.8220e+00
1,13,8.8328e-02
1,14,3.6219e+00
1,15,3.3796e+00
1,16,1.9593e+00
1,17,2.9927e+00
1,18,4.6594e+00
1,19,3.5228e+00
1,20,1.3506e+00
2,1,3.3966e+00
2,3,3.1856e+00
2,4,3.7488e+00
2,5,2.5656e+00
2,6,1.7616e+00
2,7,1.7696e+00
2,8,1.9135e+00
2,9,1.5747e+00
2,10,2.5598e+00
2,11,4.6994e+00
2,12,4.3328e+00
2,13,2.4578e+00
2,14,4.5080e+00
2,15,3.0315e+00
2,16,3.6704e+00
2,17,2.5077e+00
2,18,3.6050e+00
2,19,3.7002e+00
2,20,3.6146e+00
3,1,1.8720e+00
3,2,1.8090e+00
3,4,1.4566e+00
3,5,1.0044e+00
3,6,1.8864e+00
3,7,1.5691e+00
3,8,1.2836e+00
3,9,6.2935e-01
3,10,2.3581e-01
3,11,2.1928e+00
3,12,2.3143e+00
3,13,1.2876e+00
3,14,9.8229e-01
3,15,1.5431e+00
3,16,7.6754e-01
3,17,1.9413e+00
3,18,1.9716e+00
3,19,2.2326e+00
3,20,3.1842e+00
4,1,1.8456e-01
4,2,9.2871e-01
4,3,1.7776e+00
4,5,2.7763e+00
4,6,-2.2962e-01
4,7,1.3164e+00
4,8,-4.1521e-01
4,9,1.9965e+00
4,10,1.6379e+00
4,11,4.6256e+00
4,12,2.2617e+00
4,13,1.1101e+00
4,14,2.8829e+00
4,15,1.2662e+00
4,16,2.3491e+00
4,17,1.3608e+00
4,18,1.7841e+00
4,19,2.5373e+00
4,20,2.1359e+00
5,1,-8.8771e-01
5,2,-2.9640e-01
5,3,-1.8389e+00
5,4,-8.0942e-01
5,6,1.2821e+00
5,7,9.3702e-01
5,8,1.4591e+00
5,9,3.1544e-01
5,10,1.0438e+00
5,11,1.4630e+00
5,12,2.3944e+00
5,13,2.2926e+00
5,14,1.8918e+00
5,15,1.2630e+00
5,16,1.9619e+00
5,17,3.0658e-01
5,18,2.0198e+00
5,19,2.0912e+00
5,20,2.9763e+00
6,1,1.4794e+00
6,2,2.1912e+00
6,3,7.2001e-01
6,4,2.4902e+00
6,5,1.9343e+00
6,7,7.0666e-01
6,8,1.1797e+00
6,9,2.0255e+00
6,10,8.8742e-01
6,11,2.4837e+00
6,12,3.3007e+00
6,13,3.4954e-01
6,14,2.5145e+00
6,15,1.2031e+00
6,16,-1.4915e-01
6,17,1.0386e+00
