n1,n2,weight
1,2,-2.6244e+00
1,3,-1.9408e+00
1,4,3.9275e-01
1,5,1.3902e+00
1,6,-1.5535e-01
1,7,-1.0769e+00
1,8,-1.6417e+00
1,9,2.6229e-01
1,10,-7.3555e-01
1,11,1.5986e-01
1,12,1.2460e-01
1,13,-2.2339e+00
1,14,1.0037e-01
1,15,9.2262e-01
1,16,1.0163e+00
1,17,8.1309e-03
1,18,1.7892e+00
1,19,1.5500e+00
1,20,1.9833e-01
2,1,3.7836e-01
2,3,1.8687e+00
2,4,8.1347e-01
2,5,1.3456e+00
2,6,2.6860e+00
2,7,2.0834e+00
2,8,1.2477e-01
2,9,5.6559e-01
2,10,1.0538e+00
2,11,4.1502e+00
2,12,3.1236e+00
2,13,3.5335e-01
2,14,4.8837e+00
2,15,2.1195e+00
2,16,1.6511e+00
2,17,1.9470e+00
2,18,3.6981e+00
2,19,2.4027e+00
2,20,1.5045e+00
3,1,-7.3832e-01
3,2,2.4159e-01
3,4,1.1363e+00
3,5,5.4593e-01
3,6,7.2249e-03
3,7,4.2939e-01
3,8,-2.0266e-01
3,9,3.8719e-01
3,10,2.2755e+00
3,11,5.4338e+00
3,12,1.7987e+00
3,13,3.3536e+00
3,14,8.5590e-01
3,15,1.6407e+00
3,16,-3.0995e-01
3,17,1.6439e+00
3,18,-1.0106e+00
3,19,2.3057e+00
3,20,1.3964e+00
4,1,-9.3570e-01
4,2,-8.4024e-01
4,3,1.0661e+00
4,5,2.5263e+00
4,6,-2.4527e-01
4,7,-9.6713e-01
4,8,-6.1283e-01
4,9,7.0489e-01
4,10,8.1820e-01
4,11,6.4814e+00
4,12,3.3261e+00
4,13,2.4467e-01
4,14,1.5890e+00
4,15,2.6281e+00
4,16,2.8292e+00
4,17,1.0901e+00
4,18,1.7274e+00
4,19,1.9798e+00
4,20,1.3151e+00
5,1,-2.0850e-01
5,2,-1.7222e+00
5,3,-1.9735e+00
5,4,-4.7827e-01
5,6,1.3443e+00
5,7,1.6062e-01
5,8,2.3638e+00
5,9,4.6245e-01
5,10,3.4637e+00
5,11,2.9094e+00
5,12,1.7014e+00
5,13,1.1961e+00
5,14,1.3499e+00
5,15,2.6508e+00
5,16,2.6273e+00
5,17,4.5600e+00
5,18,1.9868e+00
5,19,1.9214e+00
5,20,2.4386e+00
6,1,7.9898e-01
6,2,3.9796e-01
6,3,6.6621e-03
6,4,7.8423e-01
6,5,2.3242e+00
6,7,8.5482e-01
6,8,8.2685e-01
6,9,2.2548e+00
6,10,1.1117e-01
6,11,2.7689e+00
6,12,1.9631e+00
6,13,7.0000e-01
6,14,7.6400e-01
6,15,-8.2188e-02
6,16,9.6487e-01
6,17,3.8015e-01
6,18,2.5870e+00
6,19,1.6216e+00
6,20,1.1043e+00
7,1,-8.1479e-01
7,2,-2.4429e-01
7,3,9.2679e-01
7,4,-1.6325e+00
7,5,-7.9077e-01
7,6,-1.5522e-01
7,8,6.7523e-01
7,9,2.4272e+00
7,10,-1.7068e-01
7,11,2.3743e+00
7,12,2.1887e-01
7,13,2.2895e+00
7,14,-1.9837e-01
7,15,6.8634e-01
7,16,2.9823e-01
7,17,-1.2768e+00
7,18,-2.2405e-03
7,19,3.8893e-01
7,20,-6.4030e-02
8,1,-3.1136e-01
8,2,-1.2941e+00
8,3,-5.1898e-01
8,4,1.2256e+00
8,5,3.6207e-01
8,6,6.6501e-01
8,7,-1.4317e+00
8,9,1.4466e+00
8,10,-4.1073e-01
8,11,7.3198e-01
8,12,2.6891e+00
8,13,1.2211e+00
8,14,4.9793e-01
8,15,-9.6599e-01
8,16,1.0069e+00
8,17,1.0500e+00
8,18,-8.3782e-01
8,19,3.1315e+00
8,20,3.5185e-01
9,1,-2.1038e+00
9,2,-1.3163e+00
9,3,-1.0294e+00
9,4,-1.4506e+00
9,5,-1.4717e+00
9,6,-7.6616e-01
9,7,-1.0256e+00
9,8,-2.1172e+00
9,10,1.5713e-01
9,11,1.4474e+00
9,12,-1.1562e+00
9,13,-6.5635e-01
9,14,6.7305e-02
9,15,1.3362e+00
9,16,-8.8097e-01
9,17,3.1708e+00
9,18,-1.1467e-01
9,19,2.8913e+00
9,20,-9.5130e-01
10,1,-2.0975e+00
10,2,-2.1461e+00
10,3,-1.8860e+00
10,4,-1.8520e+00
10,5,9.7430e-01
10,6,-2.1483e+00
10,7,-1.4208e+00
10,8,-3.4779e-01
10,9,-8.7836e-01
10,11,-1.7378e-01
10,12,-1.8530e-01
10,13,-2.6542e-01
10,14,1.1936e+00
10,15,-4.6313e-01
10,16,-1.3488e+00
10,17,2.2935e+00
10,18,1.6357e-01
10,19,-1.5214e+00
10,20,1.2964e+00
11,1,-1.8642e+00
11,2,-1.8716e+00
11,3,-2.0736e-01
11,4,5.5724e-01
11,5,6.9082e-01
11,6,-3.7981e-01
11,7,2.8133e+00
11,8,-1.0880e+00
11,9,-1.2780e+00
11,10,1.4191e+00
11,12,7.1834e-01
11,13,2.0473e+00
11,14,5.5154e-01
11,15,-1.2022e+00
11,16,2.2933e+00
11,17,8.6021e-02
11,18,-1.3387e+00
11,19,3.3720e-01
11,20,-3.8984e-01
12,1,5.2518e-02
12,2,-2.3027e+00
12,3,-1.4135e+00
12,4,-1.5656e+00
12,5,-5.3683e-01
12,6,-1.1817e-01
12,7,1.7228e-01
12,8,-1.7949e+00
12,9,-1.7513e-01
12,10,6.7024e-02
12,11,-4.6011e-02
12,13,2.0009e+00
12,14,-1.0121e+00
12,15,2.2605e+00
12,16,5.3036e-01
12,17,9.0049e-01
12,18,-6.1803e-02
12,19,1.4795e+00
12,20,-1.2990e-01
13,1,-2.4152e-01
13,2,-1.5837e+00
13,3,-1.2965e+00
13,4,-5.6925e-01
13,5,3.2446e-01
13,6,5.1806e-01
13,7,-2.3223e+00
13,8,-1.1337e+00
13,9,2.7180e+00
13,10,4.8541e-01
13,11,-1.5106e+00
13,12,-5.6971e-01
13,14,2.4616e-02
13,15,-7.3628e-01
13,16,-9.0806e-01
