i w_i r_i
1 5.345083055555557 1
2 0.20209500000000014 16
3 1.322511533333334 7
4 2.241948333333334 4
5 2.95653388888889 3
6 3.119551111111112 2
7 0.0 18
8 0.9091380555555559 10
9 1.4002050000000006 6
10 0.43218222222222213 15
11 1.0877561111111114 8
12 0.8233933333333339 11
13 0.6084427777777779 14
14 0.06966285555555585 17
15 0.7798866666666671 12
16 0.9969665000000003 9
17 1.7946822777777784 5
18 0.675461277777778 13
