i w_i r_i
1 69.0 1
2 50.0 2
3 46.0 3
4 44.0 4
5 39.0 5
6 32.0 6
7 23.0 7
8 18.0 8
9 16.0 9
10 13.000000000000002 10
11 13.000000000000002 11
12 13.000000000000002 12
13 11.000000000000002 13
14 10.000000000000002 14
15 9.000000000000002 15
16 6.000000000000002 16
17 5.0000000000000036 17
18 2.0 18
19 2.0 19
20 0.0 20
