i w_i r_i
1 3.5122855 7
2 8.3546485 1
3 4.3777643 2
4 3.7077474999999995 5
5 3.0572814999999998 8
6 4.260802249999999 3
7 3.8861239999999997 4
8 2.5373335 9
9 3.686242 6
10 2.1434415 10
11 1.2774862000000002 13
12 1.6330339999999997 11
13 0.7784874999999998 16
14 0.9842138000000002 14
15 1.6102297 12
16 0.8791556999999999 15
17 0.36711355 19
18 0.4758519999999997 18
19 0.0 20
20 0.4991470000000007 17
