i w_i r_i
1 2.2792391999999997 4
2 2.0261699999999996 9
3 1.3702864999999997 15
4 2.0508203 7
5 0.9773800000000001 18
6 0.0 20
7 1.5557055 13
8 2.824597 2
9 3.3514355999999994 1
10 1.4328272499999999 14
11 1.01977015 17
12 1.8206885 11
13 0.9010977499999997 19
14 2.1907965 5
15 1.8847944499999998 10
16 2.5854479999999995 3
17 2.0301476 8
18 1.7215059999999998 12
19 1.1228499999999997 16
20 2.1811496999999997 6
