i w_i r_i
1 3.6194028499999993 2
2 0.7732335999999999 14
3 4.194985 1
4 1.8590655 8
5 2.2768782 5
6 2.315721 4
7 2.2184626499999998 6
8 0.0 20
9 1.3642218000000002 9
10 0.9351850000000002 13
11 2.1857945 7
12 1.1891215000000002 12
13 2.3493334999999997 3
14 0.04216339999999996 19
15 0.4558720000000003 17
16 1.210801 11
17 0.6351545000000002 15
18 0.6224231000000001 16
19 1.3434603999999999 10
20 0.13940050000000004 18
