n1,n2,weight
1,2,-1.2526e+00
1,3,7.9347e-01
1,4,1.0265e+00
1,5,3.2551e+00
1,6,5.2222e-01
1,7,-8.2521e-01
1,8,-2.8625e-02
1,9,2.5023e+00
1,10,-1.8276e+00
1,11,2.9989e-01
1,12,-1.4284e-01
1,13,-2.9223e-01
1,14,-1.6489e-01
1,15,3.3211e+00
1,16,-5.7471e-01
1,17,-1.7828e+00
1,18,-1.9878e-01
1,19,-4.2502e-01
1,20,-1.9729e-01
2,1,6.3824e-01
2,3,1.4914e+00
2,4,-1.1135e+00
2,5,1.9215e+00
2,6,-1.6270e+00
2,7,-1.2588e+00
2,8,2.8091e+00
2,9,7.0524e-01
2,10,-1.4466e-01
2,11,1.2551e-01
2,12,1.6382e+00
2,13,-5.1199e-01
2,14,1.8141e+00
2,15,1.4350e+00
2,16,8.8581e-02
2,17,-1.3600e+00
2,18,1.4528e+00
2,19,1.5175e+00
2,20,-6.1131e-01
3,1,-4.5190e-02
3,2,-6.1211e-01
3,4,-2.8864e-03
3,5,2.1152e+00
3,6,5.6558e-01
3,7,-4.7662e-01
3,8,5.2370e-01
3,9,7.5932e-01
3,10,-1.7843e+00
3,11,7.5033e-01
3,12,-7.1947e-01
3,13,-4.5714e-01
3,14,1.8154e+00
3,15,-3.8095e-01
3,16,-1.2908e-01
3,17,1.1335e+00
3,18,-2.3784e+00
3,19,9.7897e-01
3,20,-3.6309e-01
4,1,3.5150e+00
4,2,-5.5802e-01
4,3,-1.3731e+00
4,5,1.5501e+00
4,6,2.0403e+00
4,7,-2.8011e+00
4,8,-2.1671e+00
4,9,-7.1453e-01
4,10,1.5944e+00
4,11,3.6917e-01
4,12,3.6510e+00
4,13,2.3535e-01
4,14,-7.0445e-01
4,15,8.3416e-01
4,16,-9.2114e-01
4,17,1.3482e+00
4,18,-8.7157e-01
4,19,3.0727e-01
4,20,1.3085e+00
5,1,-1.0466e+00
5,2,-5.6619e-01
5,3,5.8165e-01
5,4,-1.0458e+00
5,6,1.2480e+00
5,7,1.6930e-01
