n1,n2,weight
1,2,2.1068e+00
1,3,-5.1802e-01
1,4,1.3264e+00
1,5,3.3548e+00
1,6,3.8216e-01
1,7,2.1923e+00
1,8,2.7729e+00
1,9,3.4829e+00
1,10,7.8594e+00
1,11,4.0287e+00
1,12,5.4638e+00
1,13,6.9308e+00
1,14,2.6562e+00
1,15,5.8419e+00
1,16,7.4461e+00
1,17,4.5410e+00
1,18,2.3060e+00
1,19,6.5613e+00
1,20,5.9290e+00
2,1,-1.7579e+00
2,3,2.8433e-01
2,4,-1.0089e+00
2,5,5.9395e-01
2,6,-7.7460e-01
2,7,3.2470e+00
2,8,2.2513e+00
2,9,3.3531e+00
2,10,2.8146e+00
2,11,1.4541e+00
2,12,5.5043e-01
2,13,1.6266e+00
2,14,-5.5819e-01
2,15,1.5930e+00
2,16,5.6812e+00
2,17,1.9523e-01
2,18,1.3364e+00
2,19,3.4692e+00
2,20,3.1278e+00
3,1,-6.2100e-01
3,2,1.4837e+00
3,4,-1.0550e-01
3,5,1.6781e+00
3,6,1.9694e+00
3,7,9.4941e-01
3,8,2.9849e+00
3,9,2.4207e+00
3,10,2.8328e+00
3,11,3.7612e+00
3,12,2.9430e+00
3,13,2.0331e+00
3,14,5.0624e-01
3,15,3.4245e+00
3,16,7.7565e-01
3,17,7.7978e-01
3,18,1.3604e+00
3,19,4.4606e+00
3,20,4.8760e+00
4,1,-2.6388e-01
4,2,2.2114e+00
4,3,-1.0646e+00
4,5,2.7204e+00
4,6,4.2144e-01
4,7,1.9106e+00
4,8,3.2496e+00
4,9,2.0525e+00
4,10,2.3630e+00
4,11,3.4056e+00
4,12,1.7097e+00
4,13,8.8382e-01
4,14,-1.4847e+00
4,15,1.1936e+00
4,16,3.6776e+00
4,17,1.7368e+00
4,18,2.5991e+00
4,19,3.6746e+00
4,20,1.0190e+00
5,1,-1.3939e+00
5,2,9.0999e-01
5,3,-2.3092e-01
5,4,-5.5279e-01
5,6,-1.1786e+00
5,7,1.6880e-01
5,8,4.1081e+00
5,9,7.2965e-01
5,10,2.8393e+00
5,11,2.9275e+00
5,12,2.0322e+00
5,13,4.7862e+00
5,14,-1.7978e-01
5,15,2.5752e+00
5,16,5.8462e+00
5,17,1.8832e+00
5,18,-1.0876e-01
5,19,1.7079e+00
5,20,8.3812e-01
6,1,1.2440e+00
6,2,1.1640e+00
6,3,7.0444e-01
6,4,1.4999e-01
6,5,2.8661e+00
6,7,2.2770e+00
6,8,1.0590e+00
6,9,2.4316e+00
6,10,4.9879e+00
6,11,3.7685e+00
6,12,2.2366e+00
6,13,3.9996e+00
6,14,7.6910e-01
6,15,3.1085e+00
6,16,2.7610e+00
6,17,5.6601e+00
6,18,2.2889e+00
6,19,6.0607e+00
6,20,3.1166e+00
7,1,-2.2225e+00
7,2,-1.2851e+00
7,3,-1.7808e+00
7,4,-1.7550e+00
7,5,-2.2869e+00
7,6,-9.8763e-01
7,8,-1.2121e+00
7,9,-2.1266e+00
7,10,-3.3787e-01
7,11,-1.5542e+00
7,12,6.2024e-01
7,13,-3.3299e-01
7,14,-1.9133e+00
7,15,-2.2319e+00
7,16,-7.8250e-01
7,17,-1.4975e+00
7,18,-2.3762e-01
7,19,-1.3406e+00
7,20,-5.4333e-01
8,1,-2.0046e+00
8,2,-9.1487e-02
8,3,-6.9488e-01
8,4,-1.9080e+00
8,5,-2.1410e+00
8,6,-7.3501e-01
8,7,1.2253e+00
8,9,9.7956e-01
8,10,-1.4628e+00
8,11,-1.6987e+00
8,12,5.1733e-01
8,13,-1.2648e+00
8,14,-5.9623e-01
8,15,-2.6123e-01
8,16,-8.6712e-01
8,17,-2.2604e-01
8,18,-1.6663e-01
8,19,-8.1163e-01
8,20,7.6939e-01
9,1,-3.5800e+00
9,2,-2.3280e-01
9,3,-1.9105e+00
9,4,-1.5769e+00
9,5,-1.4588e-01
9,6,-1.1337e+00
9,7,-9.6857e-02
9,8,-9.7256e-01
9,10,1.4015e-01
9,11,-7.7896e-01
9,12,-9.7936e-01
9,13,-1.0776e+00
9,14,-7.3802e-01
9,15,-1.0018e+00
9,16,-1.0238e-02
9,17,2.8312e-01
9,18,5.4335e-01
9,19,-1.3199e-01
9,20,1.1466e+00
10,1,-2.8597e+00
10,2,-6.8352e-01
10,3,-2.8570e+00
10,4,-2.3755e+00
10,5,-1.2038e+00
10,6,-3.1921e+00
10,7,-3.2530e-01
10,8,-7.7899e-01
10,9,-2.3073e+00
10,11,-2.0884e+00
10,12,8.9969e-02
10,13,-2.3813e+00
10,14,1.6409e+00
10,15,1.0601e+00
10,16,4.5750e-01
10,17,-9.9427e-01
10,18,-1.6687e+00
10,19,-2.2183e-01
10,20,2.4127e+00
11,1,-2.3348e+00
11,2,-3.6244e-01
11,3,-2.7941e+00
11,4,-1.9114e+00
11,5,5.6181e-01
11,6,3.5792e-01
11,7,7.8665e-01
11,8,1.4086e+00
11,9,1.0210e+00
11,10,-5.3026e-01
11,12,1.1952e+00
11,13,-1.5251e-01
11,14,3.2709e-01
11,15,-1.1063e+00
11,16,-1.4636e+00
11,17,-2.7410e-01
11,18,1.0050e+00
11,19,9.3109e-02
11,20,1.3154e+00
12,1,-3.8056e+00
12,2,7.7306e-01
12,3,-2.7430e+00
12,4,-5.8256e-01
12,5,-9.1681e-01
12,6,-2.2281e+00
12,7,3.9111e-01
12,8,3.6755e-01
12,9,1.1814e+00
12,10,1.2815e+00
12,11,-1.6742e-01
12,13,4.3497e-01
12,14,-1.2400e+00
12,15,2.2680e-01
12,16,-1.9218e+00
12,17,1.5741e+00
12,18,-1.1736e+00
12,19,-2.4364e-01
12,20,2.2798e+00
13,1,-2.5592e+00
13,2,5.0310e-01
13,3,-1.5229e+00
13,4,1.6846e-01
13,5,-2.0829e+00
13,6,-2.2328e+00
13,7,1.2052e-02
13,8,1.4209e+00
13,9,-4.2397e-01
13,10,-1.7889e-01
13,11,-1.4075e+00
13,12,2.5831e-01
13,14,-1.1135e+00
13,15,1.7261e+00
13,16,-6.3307e-01
13,17,-1.0303e+00
13,18,1.8946e+00
13,19,-6.1415e-01
13,20,-4.5766e-01
14,1,-3.0677e+00
14,2,1.0945e-01
14,3,-1.1282e+00
14,4,-6.2063e-01
14,5,-9.4364e-02
14,6,-1.2428e-01
14,7,-2.6461e-01
14,8,1.1422e+00
14,9,-1.1068e+00
14,10,-1.5756e+00
14,11,-9.8855e-01
14,12,5.2142e-01
14,13,9.9543e-01
14,15,-7.6072e-01
14,16,-4.7401e-01
14,17,1.7716e-01
14,18,-6.6004e-01
14,19,8.6288e-02
14,20,-6.4978e-02
15,1,-2.9921e+00
15,2,-1.9175e+00
15,3,-2.1681e+00
15,4,-2.0537e+00
15,5,-1.0656e+00
15,6,-4.9352e-01
15,7,3.2106e-01
15,8,-1.5258e+00
15,9,-4.9783e-01
15,10,-1.8807e-01
15,11,-1.3253e+00
15,12,-1.0382e+00
15,13,-7.3610e-01
15,14,-1.8946e-01
15,16,-1.4159e+00
15,17,-8.9196e-01
15,18,-1.2020e+00
15,19,-1.0357e+00
15,20,-9.8008e-01
16,1,-3.1798e+00
16,2,-2.8185e+00
16,3,-1.3004e+00
16,4,-2.2995e+00
16,5,-2.7564e+00
16,6,-7.9685e-01
16,7,-1.5794e+00
16,8,5.2765e-01
16,9,1.3130e+00
16,10,-1.0815e+00
16,11,-3.4496e-01
16,12,1.2233e+00
16,13,-3.0902e-01
16,14,-6.2129e-01
16,15,1.2731e+00
16,17,-8.6414e-01
16,18,6.7860e-02
16,19,3.0303e+00
16,20,-1.1317e+00
17,1,-2.0772e+00
17,2,7.9822e-01
17,3,-1.2098e+00
17,4,2.0996e-01
17,5,-5.8288e-01
17,6,-8.5994e-01
17,7,6.7397e-01
17,8,1.2139e+00
17,9,1.1255e+00
17,10,1.3312e+00
17,11,1.0104e+00
17,12,-2.8131e-01
17,13,7.4116e-01
17,14,-1.0990e+00
17,15,2.3071e+00
17,16,-8.1832e-01
17,18,1.1320e+00
17,19,2.9024e+00
17,20,2.2968e+00
18,1,-3.2745e+00
18,2,-1.1833e+00
18,3,-1.2230e+00
18,4,-2.3349e+00
18,5,2.0939e-01
18,6,-2.9252e+00
18,7,-1.9000e+00
18,8,-1.9395e+00
18,9,-8.4688e-01
18,10,-7.0895e-01
18,11,-1.3428e+00
18,12,-2.5611e-01
18,13,5.8713e-01
18,14,-2.3516e+00
18,15,5.7170e-01
18,16,-2.2584e+00
18,17,-2.6251e+00
18,19,-1.3680e+00
18,20,-3.0525e-01
19,1,-3.7892e+00
19,2,-9.1944e-01
19,3,-3.0114e+00
19,4,-2.0127e+00
19,5,8.6820e-02
19,6,-2.2785e+00
19,7,4.5279e-01
19,8,4.2515e-01
19,9,-2.2011e-01
19,10,-2.3318e-01
19,11,1.8391e-01
19,12,7.0265e-01
19,13,-6.2139e-02
19,14,-1.4307e+00
19,15,-4.2899e-01
19,16,-2.7242e+00
19,17,-1.6522e+00
19,18,1.7297e+00
19,20,-4.9436e-01
20,1,-4.0067e+00
20,2,-7.9942e-01
20,3,-3.4090e+00
20,4,-1.2588e+00
20,5,-1.0303e+00
20,6,-1.7399e+00
20,7,-2.5983e+00
20,8,2.5140e-01
20,9,-2.1992e-01
20,10,-7.9240e-01
20,11,-1.2126e-01
20,12,-1.6217e+00
20,13,-5.4712e-01
20,14,-2.5675e+00
20,15,-4.4062e-01
20,16,-2.0166e+00
20,17,-2.1767e+00
20,18,-1.0543e-01
20,19,1.0615e+00
