n1,n2,weight
1,2,1.1809e+00
1,3,1.2671e+00
1,4,1.5030e+00
1,5,-4.3824e-01
1,6,-4.3940e-02
1,7,7.8656e-01
1,8,3.2905e+00
1,9,9.9468e-01
1,10,3.0002e+00
1,11,2.1697e+00
1,12,2.4919e+00
1,13,3.6304e+00
1,14,3.6304e+00
1,15,2.6138e+00
1,16,2.7822e-01
1,17,5.5061e-01
1,18,1.8973e+00
1,19,1.2671e+00
1,20,3.6524e+00
2,1,-9.4657e-01
2,3,-4.1126e+00
2,4,-9.4657e-01
2,5,-9.4657e-01
2,6,9.9468e-01
2,7,2.1697e+00
2,8,1.5030e+00
2,9,1.7754e+00
2,10,6.7252e-01
2,11,-9.4657e-01
2,12,-9.4657e-01
2,13,7.8656e-01
2,14,7.8656e-01
2,15,-2.3011e-01
2,16,-4.3824e-01
2,17,7.8656e-01
2,18,1.5030e+00
2,19,1.2671e+00
2,20,5.5061e-01
3,1,-1.6630e+00
3,2,2.4919e+00
3,4,-9.4657e-01
3,5,1.5030e+00
3,6,2.7822e-01
3,7,2.1697e+00
3,8,3.2083e+00
3,9,1.7754e+00
3,10,5.5061e-01
3,11,1.1809e+00
3,12,1.1809e+00
3,13,1.2671e+00
3,14,-4.3940e-02
3,15,2.7822e-01
3,16,6.7252e-01
3,17,1.8973e+00
3,18,7.8656e-01
3,19,2.1697e+00
3,20,1.5751e+00
4,1,-2.3011e-01
4,2,2.4056e+00
4,3,2.7822e-01
4,5,2.1697e+00
4,6,9.9468e-01
4,7,3.7376e+00
4,8,9.9468e-01
4,9,5.5061e-01
4,10,1.7754e+00
4,11,1.1809e+00
4,12,2.7278e+00
4,13,2.7822e-01
4,14,-2.3011e-01
4,15,2.7822e-01
4,16,1.5030e+00
4,17,1.1809e+00
4,18,2.0113e+00
4,19,1.5030e+00
4,20,2.7822e-01
5,1,-2.1714e+00
5,2,1.1809e+00
5,3,1.1809e+00
5,4,6.7252e-01
5,6,9.9468e-01
5,7,2.7822e-01
5,8,2.7278e+00
5,9,2.4056e+00
5,10,1.5751e+00
5,11,3.0002e+00
5,12,2.6138e+00
5,13,3.2083e+00
5,14,-2.1714e+00
5,15,1.2671e+00
