i,j,fij
1,2,0
1,3,-4
1,4,-5
1,5,-10
1,6,-4
1,7,-3
1,8,-9
1,9,-8
1,10,-8
1,11,-8
1,12,-6
1,13,-9
1,14,-6
1,15,-8
1,16,-8
1,17,-6
1,18,-6
1,19,-8
1,20,-12
2,3,-4
2,4,-5
2,5,-10
2,6,-4
2,7,-3
2,8,-9
2,9,-8
2,10,-8
2,11,-8
2,12,-6
2,13,-9
2,14,-6
2,15,-8
2,16,-8
2,17,-6
2,18,-6
2,19,-8
2,20,-12
3,4,-1
3,5,-6
3,6,0
3,7,1
3,8,-5
3,9,-4
3,10,-4
3,11,-4
3,12,-2
3,13,-5
3,14,-2
3,15,-4
3,16,-4
3,17,-2
3,18,-2
3,19,-4
3,20,-8
4,5,-5
4,6,1
4,7,2
4,8,-4
4,9,-3
4,10,-3
4,11,-3
4,12,-1
4,13,-4
4,14,-1
4,15,-3
4,16,-3
4,17,-1
4,18,-1
4,19,-3
4,20,-7
5,6,6
5,7,7
5,8,1
5,9,2
5,10,2
5,11,2
5,12,4
5,13,1
5,14,4
5,15,2
5,16,2
5,17,4
5,18,4
5,19,2
5,20,-2
6,7,1
6,8,-5
6,9,-4
6,10,-4
6,11,-4
6,12,-2
6,13,-5
6,14,-2
6,15,-4
6,16,-4
6,17,-2
6,18,-2
6,19,-4
6,20,-8
7,8,-6
7,9,-5
7,10,-5
7,11,-5
7,12,-3
7,13,-6
7,14,-3
7,15,-5
7,16,-5
7,17,-3
7,18,-3
7,19,-5
7,20,-9
8,9,1
8,10,1
8,11,1
8,12,3
8,13,0
8,14,3
8,15,1
8,16,1
8,17,3
8,18,3
8,19,1
8,20,-3
9,10,0
9,11,0
9,12,2
9,13,-1
9,14,2
9,15,0
9,16,0
9,17,2
9,18,2
9,19,0
9,20,-4
10,11,0
10,12,2
10,13,-1
10,14,2
10,15,0
10,16,0
10,17,2
10,18,2
10,19,0
10,20,-4
11,12,2
11,13,-1
11,14,2
11,15,0
11,16,0
11,17,2
11,18,2
11,19,0
11,20,-4
12,13,-3
12,14,0
12,15,-2
12,16,-2
12,17,0
12,18,0
12,19,-2
12,20,-6
13,14,3
13,15,1
13,16,1
13,17,3
13,18,3
13,19,1
13,20,-3
14,15,-2
14,16,-2
14,17,0
14,18,0
14,19,-2
14,20,-6
15,16,0
15,17,2
15,18,2
15,19,0
15,20,-4
16,17,2
16,18,2
16,19,0
16,20,-4
17,18,0
17,19,-2
17,20,-6
18,19,-2
18,20,-6
19,20,-4
