i,j,fij
1,2,-6
1,3,-9
1,4,-8
1,5,-19
1,6,-9
1,7,-8
1,8,-15
1,9,-8
1,10,-10
1,11,-19
1,12,-12
1,13,-19
1,14,-13
1,15,-19
1,16,-19
1,17,-10
1,18,-14
1,19,-13
1,20,-22
2,3,-3
2,4,-2
2,5,-13
2,6,-3
2,7,-2
2,8,-9
2,9,-2
2,10,-4
2,11,-13
2,12,-6
2,13,-13
2,14,-7
2,15,-13
2,16,-13
2,17,-4
2,18,-8
2,19,-7
2,20,-16
3,4,1
3,5,-10
3,6,0
3,7,1
3,8,-6
3,9,1
3,10,-1
3,11,-10
3,12,-3
3,13,-10
3,14,-4
3,15,-10
3,16,-10
3,17,-1
3,18,-5
3,19,-4
3,20,-13
4,5,-11
4,6,-1
4,7,0
4,8,-7
4,9,0
4,10,-2
4,11,-11
4,12,-4
4,13,-11
4,14,-5
4,15,-11
4,16,-11
4,17,-2
4,18,-6
4,19,-5
4,20,-14
5,6,10
5,7,11
5,8,4
5,9,11
5,10,9
5,11,0
5,12,7
5,13,0
5,14,6
5,15,0
5,16,0
5,17,9
5,18,5
5,19,6
5,20,-3
6,7,1
6,8,-6
6,9,1
6,10,-1
6,11,-10
6,12,-3
6,13,-10
6,14,-4
6,15,-10
6,16,-10
6,17,-1
6,18,-5
6,19,-4
6,20,-13
7,8,-7
7,9,0
7,10,-2
7,11,-11
7,12,-4
7,13,-11
7,14,-5
7,15,-11
7,16,-11
7,17,-2
7,18,-6
7,19,-5
7,20,-14
8,9,7
8,10,5
8,11,-4
8,12,3
8,13,-4
8,14,2
8,15,-4
8,16,-4
8,17,5
8,18,1
8,19,2
8,20,-7
9,10,-2
9,11,-11
9,12,-4
9,13,-11
9,14,-5
9,15,-11
9,16,-11
9,17,-2
9,18,-6
9,19,-5
9,20,-14
10,11,-9
10,12,-2
10,13,-9
10,14,-3
10,15,-9
10,16,-9
10,17,0
10,18,-4
10,19,-3
10,20,-12
11,12,7
11,13,0
11,14,6
11,15,0
11,16,0
11,17,9
11,18,5
11,19,6
11,20,-3
12,13,-7
12,14,-1
12,15,-7
12,16,-7
12,17,2
12,18,-2
12,19,-1
12,20,-10
13,14,6
13,15,0
13,16,0
13,17,9
13,18,5
13,19,6
13,20,-3
14,15,-6
14,16,-6
14,17,3
14,18,-1
14,19,0
14,20,-9
15,16,0
15,17,9
15,18,5
15,19,6
15,20,-3
16,17,9
16,18,5
16,19,6
16,20,-3
17,18,-4
17,19,-3
17,20,-12
18,19,1
18,20,-8
19,20,-9
