i,j,fij
1,2,-15
1,3,-17
1,4,-18
1,5,-35
1,6,-40
1,7,-40
1,8,-38
1,9,-45
1,10,-42
1,11,-47
1,12,-45
1,13,-47
1,14,-50
1,15,-54
1,16,-54
1,17,-55
1,18,-58
1,19,-59
1,20,-66
2,3,-2
2,4,-3
2,5,-20
2,6,-25
2,7,-25
2,8,-23
2,9,-30
2,10,-27
2,11,-32
2,12,-30
2,13,-32
2,14,-35
2,15,-39
2,16,-39
2,17,-40
2,18,-43
2,19,-44
2,20,-51
3,4,-1
3,5,-18
3,6,-23
3,7,-23
3,8,-21
3,9,-28
3,10,-25
3,11,-30
3,12,-28
3,13,-30
3,14,-33
3,15,-37
3,16,-37
3,17,-38
3,18,-41
3,19,-42
3,20,-49
4,5,-17
4,6,-22
4,7,-22
4,8,-20
4,9,-27
4,10,-24
4,11,-29
4,12,-27
4,13,-29
4,14,-32
4,15,-36
4,16,-36
4,17,-37
4,18,-40
4,19,-41
4,20,-48
5,6,-5
5,7,-5
5,8,-3
5,9,-10
5,10,-7
5,11,-12
5,12,-10
5,13,-12
5,14,-15
5,15,-19
5,16,-19
5,17,-20
5,18,-23
5,19,-24
5,20,-31
6,7,0
6,8,2
6,9,-5
6,10,-2
6,11,-7
6,12,-5
6,13,-7
6,14,-10
6,15,-14
6,16,-14
6,17,-15
6,18,-18
6,19,-19
6,20,-26
7,8,2
7,9,-5
7,10,-2
7,11,-7
7,12,-5
7,13,-7
7,14,-10
7,15,-14
7,16,-14
7,17,-15
7,18,-18
7,19,-19
7,20,-26
8,9,-7
8,10,-4
8,11,-9
8,12,-7
8,13,-9
8,14,-12
8,15,-16
8,16,-16
8,17,-17
8,18,-20
8,19,-21
8,20,-28
9,10,3
9,11,-2
9,12,0
9,13,-2
9,14,-5
9,15,-9
9,16,-9
9,17,-10
9,18,-13
9,19,-14
9,20,-21
10,11,-5
10,12,-3
10,13,-5
10,14,-8
10,15,-12
10,16,-12
10,17,-13
10,18,-16
10,19,-17
10,20,-24
11,12,2
11,13,0
11,14,-3
11,15,-7
11,16,-7
11,17,-8
11,18,-11
11,19,-12
11,20,-19
12,13,-2
12,14,-5
12,15,-9
12,16,-9
12,17,-10
12,18,-13
12,19,-14
12,20,-21
13,14,-3
13,15,-7
13,16,-7
13,17,-8
13,18,-11
13,19,-12
13,20,-19
14,15,-4
14,16,-4
14,17,-5
14,18,-8
14,19,-9
14,20,-16
15,16,0
15,17,-1
15,18,-4
15,19,-5
15,20,-12
16,17,-1
16,18,-4
16,19,-5
16,20,-12
17,18,-3
17,19,-4
17,20,-11
18,19,-1
18,20,-8
19,20,-7
