i,j,fij
1,2,-17
1,3,-29
1,4,-24
1,5,-38
1,6,-46
1,7,-44
1,8,-41
1,9,-39
1,10,-41
1,11,-45
1,12,-48
1,13,-52
1,14,-48
1,15,-55
1,16,-51
1,17,-48
1,18,-53
1,19,-54
1,20,-62
2,3,-12
2,4,-7
2,5,-21
2,6,-29
2,7,-27
2,8,-24
2,9,-22
2,10,-24
2,11,-28
2,12,-31
2,13,-35
2,14,-31
2,15,-38
2,16,-34
2,17,-31
2,18,-36
2,19,-37
2,20,-45
3,4,5
3,5,-9
3,6,-17
3,7,-15
3,8,-12
3,9,-10
3,10,-12
3,11,-16
3,12,-19
3,13,-23
3,14,-19
3,15,-26
3,16,-22
3,17,-19
3,18,-24
3,19,-25
3,20,-33
4,5,-14
4,6,-22
4,7,-20
4,8,-17
4,9,-15
4,10,-17
4,11,-21
4,12,-24
4,13,-28
4,14,-24
4,15,-31
4,16,-27
4,17,-24
4,18,-29
4,19,-30
4,20,-38
5,6,-8
5,7,-6
5,8,-3
5,9,-1
5,10,-3
5,11,-7
5,12,-10
5,13,-14
5,14,-10
5,15,-17
5,16,-13
5,17,-10
5,18,-15
5,19,-16
5,20,-24
6,7,2
6,8,5
6,9,7
6,10,5
6,11,1
6,12,-2
6,13,-6
6,14,-2
6,15,-9
6,16,-5
6,17,-2
6,18,-7
6,19,-8
6,20,-16
7,8,3
7,9,5
7,10,3
7,11,-1
7,12,-4
7,13,-8
7,14,-4
7,15,-11
7,16,-7
7,17,-4
7,18,-9
7,19,-10
7,20,-18
8,9,2
8,10,0
8,11,-4
8,12,-7
8,13,-11
8,14,-7
8,15,-14
8,16,-10
8,17,-7
8,18,-12
8,19,-13
8,20,-21
9,10,-2
9,11,-6
9,12,-9
9,13,-13
9,14,-9
9,15,-16
9,16,-12
9,17,-9
9,18,-14
9,19,-15
9,20,-23
10,11,-4
10,12,-7
10,13,-11
10,14,-7
10,15,-14
10,16,-10
10,17,-7
10,18,-12
10,19,-13
10,20,-21
11,12,-3
11,13,-7
11,14,-3
11,15,-10
11,16,-6
11,17,-3
11,18,-8
11,19,-9
11,20,-17
12,13,-4
12,14,0
12,15,-7
12,16,-3
12,17,0
12,18,-5
12,19,-6
12,20,-14
13,14,4
13,15,-3
13,16,1
13,17,4
13,18,-1
13,19,-2
13,20,-10
14,15,-7
14,16,-3
14,17,0
14,18,-5
14,19,-6
14,20,-14
15,16,4
15,17,7
15,18,2
15,19,1
15,20,-7
16,17,3
16,18,-2
16,19,-3
16,20,-11
17,18,-5
17,19,-6
17,20,-14
18,19,-1
18,20,-9
19,20,-8
