i,j,fij
1,2,-9
1,3,-9
1,4,-9
1,5,-19
1,6,-24
1,7,-24
1,8,-21
1,9,-17
1,10,-21
1,11,-23
1,12,-22
1,13,-23
1,14,-29
1,15,-26
1,16,-23
1,17,-21
1,18,-25
1,19,-26
1,20,-39
2,3,0
2,4,0
2,5,-10
2,6,-15
2,7,-15
2,8,-12
2,9,-8
2,10,-12
2,11,-14
2,12,-13
2,13,-14
2,14,-20
2,15,-17
2,16,-14
2,17,-12
2,18,-16
2,19,-17
2,20,-30
3,4,0
3,5,-10
3,6,-15
3,7,-15
3,8,-12
3,9,-8
3,10,-12
3,11,-14
3,12,-13
3,13,-14
3,14,-20
3,15,-17
3,16,-14
3,17,-12
3,18,-16
3,19,-17
3,20,-30
4,5,-10
4,6,-15
4,7,-15
4,8,-12
4,9,-8
4,10,-12
4,11,-14
4,12,-13
4,13,-14
4,14,-20
4,15,-17
4,16,-14
4,17,-12
4,18,-16
4,19,-17
4,20,-30
5,6,-5
5,7,-5
5,8,-2
5,9,2
5,10,-2
5,11,-4
5,12,-3
5,13,-4
5,14,-10
5,15,-7
5,16,-4
5,17,-2
5,18,-6
5,19,-7
5,20,-20
6,7,0
6,8,3
6,9,7
6,10,3
6,11,1
6,12,2
6,13,1
6,14,-5
6,15,-2
6,16,1
6,17,3
6,18,-1
6,19,-2
6,20,-15
7,8,3
7,9,7
7,10,3
7,11,1
7,12,2
7,13,1
7,14,-5
7,15,-2
7,16,1
7,17,3
7,18,-1
7,19,-2
7,20,-15
8,9,4
8,10,0
8,11,-2
8,12,-1
8,13,-2
8,14,-8
8,15,-5
8,16,-2
8,17,0
8,18,-4
8,19,-5
8,20,-18
9,10,-4
9,11,-6
9,12,-5
9,13,-6
9,14,-12
9,15,-9
9,16,-6
9,17,-4
9,18,-8
9,19,-9
9,20,-22
10,11,-2
10,12,-1
10,13,-2
10,14,-8
10,15,-5
10,16,-2
10,17,0
10,18,-4
10,19,-5
10,20,-18
11,12,1
11,13,0
11,14,-6
11,15,-3
11,16,0
11,17,2
11,18,-2
11,19,-3
11,20,-16
12,13,-1
12,14,-7
12,15,-4
12,16,-1
12,17,1
12,18,-3
12,19,-4
12,20,-17
13,14,-6
13,15,-3
13,16,0
13,17,2
13,18,-2
13,19,-3
13,20,-16
14,15,3
14,16,6
14,17,8
14,18,4
14,19,3
14,20,-10
15,16,3
15,17,5
15,18,1
15,19,0
15,20,-13
16,17,2
16,18,-2
16,19,-3
16,20,-16
17,18,-4
17,19,-5
17,20,-18
18,19,-1
18,20,-14
19,20,-13
