i,j,fij
1,2,-1
1,3,-7
1,4,-6
1,5,-13
1,6,-4
1,7,-5
1,8,-9
1,9,-6
1,10,-11
1,11,-14
1,12,-10
1,13,-13
1,14,-11
1,15,-14
1,16,-15
1,17,-7
1,18,-12
1,19,-11
1,20,-16
2,3,-6
2,4,-5
2,5,-12
2,6,-3
2,7,-4
2,8,-8
2,9,-5
2,10,-10
2,11,-13
2,12,-9
2,13,-12
2,14,-10
2,15,-13
2,16,-14
2,17,-6
2,18,-11
2,19,-10
2,20,-15
3,4,1
3,5,-6
3,6,3
3,7,2
3,8,-2
3,9,1
3,10,-4
3,11,-7
3,12,-3
3,13,-6
3,14,-4
3,15,-7
3,16,-8
3,17,0
3,18,-5
3,19,-4
3,20,-9
4,5,-7
4,6,2
4,7,1
4,8,-3
4,9,0
4,10,-5
4,11,-8
4,12,-4
4,13,-7
4,14,-5
4,15,-8
4,16,-9
4,17,-1
4,18,-6
4,19,-5
4,20,-10
5,6,9
5,7,8
5,8,4
5,9,7
5,10,2
5,11,-1
5,12,3
5,13,0
5,14,2
5,15,-1
5,16,-2
5,17,6
5,18,1
5,19,2
5,20,-3
6,7,-1
6,8,-5
6,9,-2
6,10,-7
6,11,-10
6,12,-6
6,13,-9
6,14,-7
6,15,-10
6,16,-11
6,17,-3
6,18,-8
6,19,-7
6,20,-12
7,8,-4
7,9,-1
7,10,-6
7,11,-9
7,12,-5
7,13,-8
7,14,-6
7,15,-9
7,16,-10
7,17,-2
7,18,-7
7,19,-6
7,20,-11
8,9,3
8,10,-2
8,11,-5
8,12,-1
8,13,-4
8,14,-2
8,15,-5
8,16,-6
8,17,2
8,18,-3
8,19,-2
8,20,-7
9,10,-5
9,11,-8
9,12,-4
9,13,-7
9,14,-5
9,15,-8
9,16,-9
9,17,-1
9,18,-6
9,19,-5
9,20,-10
10,11,-3
10,12,1
10,13,-2
10,14,0
10,15,-3
10,16,-4
10,17,4
10,18,-1
10,19,0
10,20,-5
11,12,4
11,13,1
11,14,3
11,15,0
11,16,-1
11,17,7
11,18,2
11,19,3
11,20,-2
12,13,-3
12,14,-1
12,15,-4
12,16,-5
12,17,3
12,18,-2
12,19,-1
12,20,-6
13,14,2
13,15,-1
13,16,-2
13,17,6
13,18,1
13,19,2
13,20,-3
14,15,-3
14,16,-4
14,17,4
14,18,-1
14,19,0
14,20,-5
15,16,-1
15,17,7
15,18,2
15,19,3
15,20,-2
16,17,8
16,18,3
16,19,4
16,20,-1
17,18,-5
17,19,-4
17,20,-9
18,19,1
18,20,-4
19,20,-5
