i,j,fij
1,2,-16
1,3,-23
1,4,-21
1,5,-37
1,6,-46
1,7,-41
1,8,-38
1,9,-39
1,10,-38
1,11,-45
1,12,-45
1,13,-49
1,14,-48
1,15,-55
1,16,-50
1,17,-48
1,18,-53
1,19,-54
1,20,-61
2,3,-7
2,4,-5
2,5,-21
2,6,-30
2,7,-25
2,8,-22
2,9,-23
2,10,-22
2,11,-29
2,12,-29
2,13,-33
2,14,-32
2,15,-39
2,16,-34
2,17,-32
2,18,-37
2,19,-38
2,20,-45
3,4,2
3,5,-14
3,6,-23
3,7,-18
3,8,-15
3,9,-16
3,10,-15
3,11,-22
3,12,-22
3,13,-26
3,14,-25
3,15,-32
3,16,-27
3,17,-25
3,18,-30
3,19,-31
3,20,-38
4,5,-16
4,6,-25
4,7,-20
4,8,-17
4,9,-18
4,10,-17
4,11,-24
4,12,-24
4,13,-28
4,14,-27
4,15,-34
4,16,-29
4,17,-27
4,18,-32
4,19,-33
4,20,-40
5,6,-9
5,7,-4
5,8,-1
5,9,-2
5,10,-1
5,11,-8
5,12,-8
5,13,-12
5,14,-11
5,15,-18
5,16,-13
5,17,-11
5,18,-16
5,19,-17
5,20,-24
6,7,5
6,8,8
6,9,7
6,10,8
6,11,1
6,12,1
6,13,-3
6,14,-2
6,15,-9
6,16,-4
6,17,-2
6,18,-7
6,19,-8
6,20,-15
7,8,3
7,9,2
7,10,3
7,11,-4
7,12,-4
7,13,-8
7,14,-7
7,15,-14
7,16,-9
7,17,-7
7,18,-12
7,19,-13
7,20,-20
8,9,-1
8,10,0
8,11,-7
8,12,-7
8,13,-11
8,14,-10
8,15,-17
8,16,-12
8,17,-10
8,18,-15
8,19,-16
8,20,-23
9,10,1
9,11,-6
9,12,-6
9,13,-10
9,14,-9
9,15,-16
9,16,-11
9,17,-9
9,18,-14
9,19,-15
9,20,-22
10,11,-7
10,12,-7
10,13,-11
10,14,-10
10,15,-17
10,16,-12
10,17,-10
10,18,-15
10,19,-16
10,20,-23
11,12,0
11,13,-4
11,14,-3
11,15,-10
11,16,-5
11,17,-3
11,18,-8
11,19,-9
11,20,-16
12,13,-4
12,14,-3
12,15,-10
12,16,-5
12,17,-3
12,18,-8
12,19,-9
12,20,-16
13,14,1
13,15,-6
13,16,-1
13,17,1
13,18,-4
13,19,-5
13,20,-12
14,15,-7
14,16,-2
14,17,0
14,18,-5
14,19,-6
14,20,-13
15,16,5
15,17,7
15,18,2
15,19,1
15,20,-6
16,17,2
16,18,-3
16,19,-4
16,20,-11
17,18,-5
17,19,-6
17,20,-13
18,19,-1
18,20,-8
19,20,-7
