i,j,fij
1,2,-14
1,3,-21
1,4,-21
1,5,-37
1,6,-44
1,7,-41
1,8,-38
1,9,-40
1,10,-38
1,11,-43
1,12,-43
1,13,-47
1,14,-48
1,15,-56
1,16,-50
1,17,-49
1,18,-54
1,19,-55
1,20,-62
2,3,-7
2,4,-7
2,5,-23
2,6,-30
2,7,-27
2,8,-24
2,9,-26
2,10,-24
2,11,-29
2,12,-29
2,13,-33
2,14,-34
2,15,-42
2,16,-36
2,17,-35
2,18,-40
2,19,-41
2,20,-48
3,4,0
3,5,-16
3,6,-23
3,7,-20
3,8,-17
3,9,-19
3,10,-17
3,11,-22
3,12,-22
3,13,-26
3,14,-27
3,15,-35
3,16,-29
3,17,-28
3,18,-33
3,19,-34
3,20,-41
4,5,-16
4,6,-23
4,7,-20
4,8,-17
4,9,-19
4,10,-17
4,11,-22
4,12,-22
4,13,-26
4,14,-27
4,15,-35
4,16,-29
4,17,-28
4,18,-33
4,19,-34
4,20,-41
5,6,-7
5,7,-4
5,8,-1
5,9,-3
5,10,-1
5,11,-6
5,12,-6
5,13,-10
5,14,-11
5,15,-19
5,16,-13
5,17,-12
5,18,-17
5,19,-18
5,20,-25
6,7,3
6,8,6
6,9,4
6,10,6
6,11,1
6,12,1
6,13,-3
6,14,-4
6,15,-12
6,16,-6
6,17,-5
6,18,-10
6,19,-11
6,20,-18
7,8,3
7,9,1
7,10,3
7,11,-2
7,12,-2
7,13,-6
7,14,-7
7,15,-15
7,16,-9
7,17,-8
7,18,-13
7,19,-14
7,20,-21
8,9,-2
8,10,0
8,11,-5
8,12,-5
8,13,-9
8,14,-10
8,15,-18
8,16,-12
8,17,-11
8,18,-16
8,19,-17
8,20,-24
9,10,2
9,11,-3
9,12,-3
9,13,-7
9,14,-8
9,15,-16
9,16,-10
9,17,-9
9,18,-14
9,19,-15
9,20,-22
10,11,-5
10,12,-5
10,13,-9
10,14,-10
10,15,-18
10,16,-12
10,17,-11
10,18,-16
10,19,-17
10,20,-24
11,12,0
11,13,-4
11,14,-5
11,15,-13
11,16,-7
11,17,-6
11,18,-11
11,19,-12
11,20,-19
12,13,-4
12,14,-5
12,15,-13
12,16,-7
12,17,-6
12,18,-11
12,19,-12
12,20,-19
13,14,-1
13,15,-9
13,16,-3
13,17,-2
13,18,-7
13,19,-8
13,20,-15
14,15,-8
14,16,-2
14,17,-1
14,18,-6
14,19,-7
14,20,-14
15,16,6
15,17,7
15,18,2
15,19,1
15,20,-6
16,17,1
16,18,-4
16,19,-5
16,20,-12
17,18,-5
17,19,-6
17,20,-13
18,19,-1
18,20,-8
19,20,-7
