i,j,fij
1,2,-13
1,3,-15
1,4,-16
1,5,-35
1,6,-38
1,7,-38
1,8,-39
1,9,-43
1,10,-42
1,11,-47
1,12,-46
1,13,-48
1,14,-50
1,15,-55
1,16,-55
1,17,-55
1,18,-56
1,19,-60
1,20,-67
2,3,-2
2,4,-3
2,5,-22
2,6,-25
2,7,-25
2,8,-26
2,9,-30
2,10,-29
2,11,-34
2,12,-33
2,13,-35
2,14,-37
2,15,-42
2,16,-42
2,17,-42
2,18,-43
2,19,-47
2,20,-54
3,4,-1
3,5,-20
3,6,-23
3,7,-23
3,8,-24
3,9,-28
3,10,-27
3,11,-32
3,12,-31
3,13,-33
3,14,-35
3,15,-40
3,16,-40
3,17,-40
3,18,-41
3,19,-45
3,20,-52
4,5,-19
4,6,-22
4,7,-22
4,8,-23
4,9,-27
4,10,-26
4,11,-31
4,12,-30
4,13,-32
4,14,-34
4,15,-39
4,16,-39
4,17,-39
4,18,-40
4,19,-44
4,20,-51
5,6,-3
5,7,-3
5,8,-4
5,9,-8
5,10,-7
5,11,-12
5,12,-11
5,13,-13
5,14,-15
5,15,-20
5,16,-20
5,17,-20
5,18,-21
5,19,-25
5,20,-32
6,7,0
6,8,-1
6,9,-5
6,10,-4
6,11,-9
6,12,-8
6,13,-10
6,14,-12
6,15,-17
6,16,-17
6,17,-17
6,18,-18
6,19,-22
6,20,-29
7,8,-1
7,9,-5
7,10,-4
7,11,-9
7,12,-8
7,13,-10
7,14,-12
7,15,-17
7,16,-17
7,17,-17
7,18,-18
7,19,-22
7,20,-29
8,9,-4
8,10,-3
8,11,-8
8,12,-7
8,13,-9
8,14,-11
8,15,-16
8,16,-16
8,17,-16
8,18,-17
8,19,-21
8,20,-28
9,10,1
9,11,-4
9,12,-3
9,13,-5
9,14,-7
9,15,-12
9,16,-12
9,17,-12
9,18,-13
9,19,-17
9,20,-24
10,11,-5
10,12,-4
10,13,-6
10,14,-8
10,15,-13
10,16,-13
10,17,-13
10,18,-14
10,19,-18
10,20,-25
11,12,1
11,13,-1
11,14,-3
11,15,-8
11,16,-8
11,17,-8
11,18,-9
11,19,-13
11,20,-20
12,13,-2
12,14,-4
12,15,-9
12,16,-9
12,17,-9
12,18,-10
12,19,-14
12,20,-21
13,14,-2
13,15,-7
13,16,-7
13,17,-7
13,18,-8
13,19,-12
13,20,-19
14,15,-5
14,16,-5
14,17,-5
14,18,-6
14,19,-10
14,20,-17
15,16,0
15,17,0
15,18,-1
15,19,-5
15,20,-12
16,17,0
16,18,-1
16,19,-5
16,20,-12
17,18,-1
17,19,-5
17,20,-12
18,19,-4
18,20,-11
19,20,-7
