i,j,fij
1,2,-9
1,3,-17
1,4,-13
1,5,-31
1,6,-30
1,7,-35
1,8,-31
1,9,-27
1,10,-28
1,11,-34
1,12,-32
1,13,-40
1,14,-40
1,15,-39
1,16,-35
1,17,-34
1,18,-39
1,19,-41
1,20,-47
2,3,-8
2,4,-4
2,5,-22
2,6,-21
2,7,-26
2,8,-22
2,9,-18
2,10,-19
2,11,-25
2,12,-23
2,13,-31
2,14,-31
2,15,-30
2,16,-26
2,17,-25
2,18,-30
2,19,-32
2,20,-38
3,4,4
3,5,-14
3,6,-13
3,7,-18
3,8,-14
3,9,-10
3,10,-11
3,11,-17
3,12,-15
3,13,-23
3,14,-23
3,15,-22
3,16,-18
3,17,-17
3,18,-22
3,19,-24
3,20,-30
4,5,-18
4,6,-17
4,7,-22
4,8,-18
4,9,-14
4,10,-15
4,11,-21
4,12,-19
4,13,-27
4,14,-27
4,15,-26
4,16,-22
4,17,-21
4,18,-26
4,19,-28
4,20,-34
5,6,1
5,7,-4
5,8,0
5,9,4
5,10,3
5,11,-3
5,12,-1
5,13,-9
5,14,-9
5,15,-8
5,16,-4
5,17,-3
5,18,-8
5,19,-10
5,20,-16
6,7,-5
6,8,-1
6,9,3
6,10,2
6,11,-4
6,12,-2
6,13,-10
6,14,-10
6,15,-9
6,16,-5
6,17,-4
6,18,-9
6,19,-11
6,20,-17
7,8,4
7,9,8
7,10,7
7,11,1
7,12,3
7,13,-5
7,14,-5
7,15,-4
7,16,0
7,17,1
7,18,-4
7,19,-6
7,20,-12
8,9,4
8,10,3
8,11,-3
8,12,-1
8,13,-9
8,14,-9
8,15,-8
8,16,-4
8,17,-3
8,18,-8
8,19,-10
8,20,-16
9,10,-1
9,11,-7
9,12,-5
9,13,-13
9,14,-13
9,15,-12
9,16,-8
9,17,-7
9,18,-12
9,19,-14
9,20,-20
10,11,-6
10,12,-4
10,13,-12
10,14,-12
10,15,-11
10,16,-7
10,17,-6
10,18,-11
10,19,-13
10,20,-19
11,12,2
11,13,-6
11,14,-6
11,15,-5
11,16,-1
11,17,0
11,18,-5
11,19,-7
11,20,-13
12,13,-8
12,14,-8
12,15,-7
12,16,-3
12,17,-2
12,18,-7
12,19,-9
12,20,-15
13,14,0
13,15,1
13,16,5
13,17,6
13,18,1
13,19,-1
13,20,-7
14,15,1
14,16,5
14,17,6
14,18,1
14,19,-1
14,20,-7
15,16,4
15,17,5
15,18,0
15,19,-2
15,20,-8
16,17,1
16,18,-4
16,19,-6
16,20,-12
17,18,-5
17,19,-7
17,20,-13
18,19,-2
18,20,-8
19,20,-6
