i,j,fij
1,2,-20
1,3,-19
1,4,-21
1,5,-40
1,6,-45
1,7,-39
1,8,-40
1,9,-45
1,10,-45
1,11,-49
1,12,-45
1,13,-50
1,14,-53
1,15,-59
1,16,-56
1,17,-54
1,18,-57
1,19,-59
1,20,-65
2,3,1
2,4,-1
2,5,-20
2,6,-25
2,7,-19
2,8,-20
2,9,-25
2,10,-25
2,11,-29
2,12,-25
2,13,-30
2,14,-33
2,15,-39
2,16,-36
2,17,-34
2,18,-37
2,19,-39
2,20,-45
3,4,-2
3,5,-21
3,6,-26
3,7,-20
3,8,-21
3,9,-26
3,10,-26
3,11,-30
3,12,-26
3,13,-31
3,14,-34
3,15,-40
3,16,-37
3,17,-35
3,18,-38
3,19,-40
3,20,-46
4,5,-19
4,6,-24
4,7,-18
4,8,-19
4,9,-24
4,10,-24
4,11,-28
4,12,-24
4,13,-29
4,14,-32
4,15,-38
4,16,-35
4,17,-33
4,18,-36
4,19,-38
4,20,-44
5,6,-5
5,7,1
5,8,0
5,9,-5
5,10,-5
5,11,-9
5,12,-5
5,13,-10
5,14,-13
5,15,-19
5,16,-16
5,17,-14
5,18,-17
5,19,-19
5,20,-25
6,7,6
6,8,5
6,9,0
6,10,0
6,11,-4
6,12,0
6,13,-5
6,14,-8
6,15,-14
6,16,-11
6,17,-9
6,18,-12
6,19,-14
6,20,-20
7,8,-1
7,9,-6
7,10,-6
7,11,-10
7,12,-6
7,13,-11
7,14,-14
7,15,-20
7,16,-17
7,17,-15
7,18,-18
7,19,-20
7,20,-26
8,9,-5
8,10,-5
8,11,-9
8,12,-5
8,13,-10
8,14,-13
8,15,-19
8,16,-16
8,17,-14
8,18,-17
8,19,-19
8,20,-25
9,10,0
9,11,-4
9,12,0
9,13,-5
9,14,-8
9,15,-14
9,16,-11
9,17,-9
9,18,-12
9,19,-14
9,20,-20
10,11,-4
10,12,0
10,13,-5
10,14,-8
10,15,-14
10,16,-11
10,17,-9
10,18,-12
10,19,-14
10,20,-20
11,12,4
11,13,-1
11,14,-4
11,15,-10
11,16,-7
11,17,-5
11,18,-8
11,19,-10
11,20,-16
12,13,-5
12,14,-8
12,15,-14
12,16,-11
12,17,-9
12,18,-12
12,19,-14
12,20,-20
13,14,-3
13,15,-9
13,16,-6
13,17,-4
13,18,-7
13,19,-9
13,20,-15
14,15,-6
14,16,-3
14,17,-1
14,18,-4
14,19,-6
14,20,-12
15,16,3
15,17,5
15,18,2
15,19,0
15,20,-6
16,17,2
16,18,-1
16,19,-3
16,20,-9
17,18,-3
17,19,-5
17,20,-11
18,19,-2
18,20,-8
19,20,-6
