i,j,fij
1,2,-17
1,3,-21
1,4,-21
1,5,-39
1,6,-44
1,7,-41
1,8,-40
1,9,-41
1,10,-41
1,11,-45
1,12,-45
1,13,-50
1,14,-50
1,15,-58
1,16,-53
1,17,-52
1,18,-57
1,19,-58
1,20,-62
2,3,-4
2,4,-4
2,5,-22
2,6,-27
2,7,-24
2,8,-23
2,9,-24
2,10,-24
2,11,-28
2,12,-28
2,13,-33
2,14,-33
2,15,-41
2,16,-36
2,17,-35
2,18,-40
2,19,-41
2,20,-45
3,4,0
3,5,-18
3,6,-23
3,7,-20
3,8,-19
3,9,-20
3,10,-20
3,11,-24
3,12,-24
3,13,-29
3,14,-29
3,15,-37
3,16,-32
3,17,-31
3,18,-36
3,19,-37
3,20,-41
4,5,-18
4,6,-23
4,7,-20
4,8,-19
4,9,-20
4,10,-20
4,11,-24
4,12,-24
4,13,-29
4,14,-29
4,15,-37
4,16,-32
4,17,-31
4,18,-36
4,19,-37
4,20,-41
5,6,-5
5,7,-2
5,8,-1
5,9,-2
5,10,-2
5,11,-6
5,12,-6
5,13,-11
5,14,-11
5,15,-19
5,16,-14
5,17,-13
5,18,-18
5,19,-19
5,20,-23
6,7,3
6,8,4
6,9,3
6,10,3
6,11,-1
6,12,-1
6,13,-6
6,14,-6
6,15,-14
6,16,-9
6,17,-8
6,18,-13
6,19,-14
6,20,-18
7,8,1
7,9,0
7,10,0
7,11,-4
7,12,-4
7,13,-9
7,14,-9
7,15,-17
7,16,-12
7,17,-11
7,18,-16
7,19,-17
7,20,-21
8,9,-1
8,10,-1
8,11,-5
8,12,-5
8,13,-10
8,14,-10
8,15,-18
8,16,-13
8,17,-12
8,18,-17
8,19,-18
8,20,-22
9,10,0
9,11,-4
9,12,-4
9,13,-9
9,14,-9
9,15,-17
9,16,-12
9,17,-11
9,18,-16
9,19,-17
9,20,-21
10,11,-4
10,12,-4
10,13,-9
10,14,-9
10,15,-17
10,16,-12
10,17,-11
10,18,-16
10,19,-17
10,20,-21
11,12,0
11,13,-5
11,14,-5
11,15,-13
11,16,-8
11,17,-7
11,18,-12
11,19,-13
11,20,-17
12,13,-5
12,14,-5
12,15,-13
12,16,-8
12,17,-7
12,18,-12
12,19,-13
12,20,-17
13,14,0
13,15,-8
13,16,-3
13,17,-2
13,18,-7
13,19,-8
13,20,-12
14,15,-8
14,16,-3
14,17,-2
14,18,-7
14,19,-8
14,20,-12
15,16,5
15,17,6
15,18,1
15,19,0
15,20,-4
16,17,1
16,18,-4
16,19,-5
16,20,-9
17,18,-5
17,19,-6
17,20,-10
18,19,-1
18,20,-5
19,20,-4
