i,j,fij
1,2,-7
1,3,-10
1,4,-11
1,5,-20
1,6,-13
1,7,-12
1,8,-19
1,9,-9
1,10,-14
1,11,-20
1,12,-16
1,13,-20
1,14,-17
1,15,-23
1,16,-20
1,17,-14
1,18,-15
1,19,-17
1,20,-26
2,3,-3
2,4,-4
2,5,-13
2,6,-6
2,7,-5
2,8,-12
2,9,-2
2,10,-7
2,11,-13
2,12,-9
2,13,-13
2,14,-10
2,15,-16
2,16,-13
2,17,-7
2,18,-8
2,19,-10
2,20,-19
3,4,-1
3,5,-10
3,6,-3
3,7,-2
3,8,-9
3,9,1
3,10,-4
3,11,-10
3,12,-6
3,13,-10
3,14,-7
3,15,-13
3,16,-10
3,17,-4
3,18,-5
3,19,-7
3,20,-16
4,5,-9
4,6,-2
4,7,-1
4,8,-8
4,9,2
4,10,-3
4,11,-9
4,12,-5
4,13,-9
4,14,-6
4,15,-12
4,16,-9
4,17,-3
4,18,-4
4,19,-6
4,20,-15
5,6,7
5,7,8
5,8,1
5,9,11
5,10,6
5,11,0
5,12,4
5,13,0
5,14,3
5,15,-3
5,16,0
5,17,6
5,18,5
5,19,3
5,20,-6
6,7,1
6,8,-6
6,9,4
6,10,-1
6,11,-7
6,12,-3
6,13,-7
6,14,-4
6,15,-10
6,16,-7
6,17,-1
6,18,-2
6,19,-4
6,20,-13
7,8,-7
7,9,3
7,10,-2
7,11,-8
7,12,-4
7,13,-8
7,14,-5
7,15,-11
7,16,-8
7,17,-2
7,18,-3
7,19,-5
7,20,-14
8,9,10
8,10,5
8,11,-1
8,12,3
8,13,-1
8,14,2
8,15,-4
8,16,-1
8,17,5
8,18,4
8,19,2
8,20,-7
9,10,-5
9,11,-11
9,12,-7
9,13,-11
9,14,-8
9,15,-14
9,16,-11
9,17,-5
9,18,-6
9,19,-8
9,20,-17
10,11,-6
10,12,-2
10,13,-6
10,14,-3
10,15,-9
10,16,-6
10,17,0
10,18,-1
10,19,-3
10,20,-12
11,12,4
11,13,0
11,14,3
11,15,-3
11,16,0
11,17,6
11,18,5
11,19,3
11,20,-6
12,13,-4
12,14,-1
12,15,-7
12,16,-4
12,17,2
12,18,1
12,19,-1
12,20,-10
13,14,3
13,15,-3
13,16,0
13,17,6
13,18,5
13,19,3
13,20,-6
14,15,-6
14,16,-3
14,17,3
14,18,2
14,19,0
14,20,-9
15,16,3
15,17,9
15,18,8
15,19,6
15,20,-3
16,17,6
16,18,5
16,19,3
16,20,-6
17,18,-1
17,19,-3
17,20,-12
18,19,-2
18,20,-11
19,20,-9
