i,j,fij
1,2,-14
1,3,-23
1,4,-18
1,5,-35
1,6,-40
1,7,-41
1,8,-35
1,9,-34
1,10,-36
1,11,-40
1,12,-42
1,13,-47
1,14,-45
1,15,-49
1,16,-46
1,17,-42
1,18,-48
1,19,-49
1,20,-57
2,3,-9
2,4,-4
2,5,-21
2,6,-26
2,7,-27
2,8,-21
2,9,-20
2,10,-22
2,11,-26
2,12,-28
2,13,-33
2,14,-31
2,15,-35
2,16,-32
2,17,-28
2,18,-34
2,19,-35
2,20,-43
3,4,5
3,5,-12
3,6,-17
3,7,-18
3,8,-12
3,9,-11
3,10,-13
3,11,-17
3,12,-19
3,13,-24
3,14,-22
3,15,-26
3,16,-23
3,17,-19
3,18,-25
3,19,-26
3,20,-34
4,5,-17
4,6,-22
4,7,-23
4,8,-17
4,9,-16
4,10,-18
4,11,-22
4,12,-24
4,13,-29
4,14,-27
4,15,-31
4,16,-28
4,17,-24
4,18,-30
4,19,-31
4,20,-39
5,6,-5
5,7,-6
5,8,0
5,9,1
5,10,-1
5,11,-5
5,12,-7
5,13,-12
5,14,-10
5,15,-14
5,16,-11
5,17,-7
5,18,-13
5,19,-14
5,20,-22
6,7,-1
6,8,5
6,9,6
6,10,4
6,11,0
6,12,-2
6,13,-7
6,14,-5
6,15,-9
6,16,-6
6,17,-2
6,18,-8
6,19,-9
6,20,-17
7,8,6
7,9,7
7,10,5
7,11,1
7,12,-1
7,13,-6
7,14,-4
7,15,-8
7,16,-5
7,17,-1
7,18,-7
7,19,-8
7,20,-16
8,9,1
8,10,-1
8,11,-5
8,12,-7
8,13,-12
8,14,-10
8,15,-14
8,16,-11
8,17,-7
8,18,-13
8,19,-14
8,20,-22
9,10,-2
9,11,-6
9,12,-8
9,13,-13
9,14,-11
9,15,-15
9,16,-12
9,17,-8
9,18,-14
9,19,-15
9,20,-23
10,11,-4
10,12,-6
10,13,-11
10,14,-9
10,15,-13
10,16,-10
10,17,-6
10,18,-12
10,19,-13
10,20,-21
11,12,-2
11,13,-7
11,14,-5
11,15,-9
11,16,-6
11,17,-2
11,18,-8
11,19,-9
11,20,-17
12,13,-5
12,14,-3
12,15,-7
12,16,-4
12,17,0
12,18,-6
12,19,-7
12,20,-15
13,14,2
13,15,-2
13,16,1
13,17,5
13,18,-1
13,19,-2
13,20,-10
14,15,-4
14,16,-1
14,17,3
14,18,-3
14,19,-4
14,20,-12
15,16,3
15,17,7
15,18,1
15,19,0
15,20,-8
16,17,4
16,18,-2
16,19,-3
16,20,-11
17,18,-6
17,19,-7
17,20,-15
18,19,-1
18,20,-9
19,20,-8
