i,j,fij
1,2,-12
1,3,-12
1,4,-10
1,5,-20
1,6,-21
1,7,-22
1,8,-24
1,9,-15
1,10,-20
1,11,-23
1,12,-25
1,13,-20
1,14,-27
1,15,-26
1,16,-26
1,17,-18
1,18,-25
1,19,-23
1,20,-37
2,3,0
2,4,2
2,5,-8
2,6,-9
2,7,-10
2,8,-12
2,9,-3
2,10,-8
2,11,-11
2,12,-13
2,13,-8
2,14,-15
2,15,-14
2,16,-14
2,17,-6
2,18,-13
2,19,-11
2,20,-25
3,4,2
3,5,-8
3,6,-9
3,7,-10
3,8,-12
3,9,-3
3,10,-8
3,11,-11
3,12,-13
3,13,-8
3,14,-15
3,15,-14
3,16,-14
3,17,-6
3,18,-13
3,19,-11
3,20,-25
4,5,-10
4,6,-11
4,7,-12
4,8,-14
4,9,-5
4,10,-10
4,11,-13
4,12,-15
4,13,-10
4,14,-17
4,15,-16
4,16,-16
4,17,-8
4,18,-15
4,19,-13
4,20,-27
5,6,-1
5,7,-2
5,8,-4
5,9,5
5,10,0
5,11,-3
5,12,-5
5,13,0
5,14,-7
5,15,-6
5,16,-6
5,17,2
5,18,-5
5,19,-3
5,20,-17
6,7,-1
6,8,-3
6,9,6
6,10,1
6,11,-2
6,12,-4
6,13,1
6,14,-6
6,15,-5
6,16,-5
6,17,3
6,18,-4
6,19,-2
6,20,-16
7,8,-2
7,9,7
7,10,2
7,11,-1
7,12,-3
7,13,2
7,14,-5
7,15,-4
7,16,-4
7,17,4
7,18,-3
7,19,-1
7,20,-15
8,9,9
8,10,4
8,11,1
8,12,-1
8,13,4
8,14,-3
8,15,-2
8,16,-2
8,17,6
8,18,-1
8,19,1
8,20,-13
9,10,-5
9,11,-8
9,12,-10
9,13,-5
9,14,-12
9,15,-11
9,16,-11
9,17,-3
9,18,-10
9,19,-8
9,20,-22
10,11,-3
10,12,-5
10,13,0
10,14,-7
10,15,-6
10,16,-6
10,17,2
10,18,-5
10,19,-3
10,20,-17
11,12,-2
11,13,3
11,14,-4
11,15,-3
11,16,-3
11,17,5
11,18,-2
11,19,0
11,20,-14
12,13,5
12,14,-2
12,15,-1
12,16,-1
12,17,7
12,18,0
12,19,2
12,20,-12
13,14,-7
13,15,-6
13,16,-6
13,17,2
13,18,-5
13,19,-3
13,20,-17
14,15,1
14,16,1
14,17,9
14,18,2
14,19,4
14,20,-10
15,16,0
15,17,8
15,18,1
15,19,3
15,20,-11
16,17,8
16,18,1
16,19,3
16,20,-11
17,18,-7
17,19,-5
17,20,-19
18,19,2
18,20,-12
19,20,-14
