i,j,fij
1,2,-11
1,3,-11
1,4,-12
1,5,-28
1,6,-30
1,7,-30
1,8,-23
1,9,-20
1,10,-26
1,11,-28
1,12,-24
1,13,-32
1,14,-34
1,15,-31
1,16,-29
1,17,-29
1,18,-34
1,19,-32
1,20,-41
2,3,0
2,4,-1
2,5,-17
2,6,-19
2,7,-19
2,8,-12
2,9,-9
2,10,-15
2,11,-17
2,12,-13
2,13,-21
2,14,-23
2,15,-20
2,16,-18
2,17,-18
2,18,-23
2,19,-21
2,20,-30
3,4,-1
3,5,-17
3,6,-19
3,7,-19
3,8,-12
3,9,-9
3,10,-15
3,11,-17
3,12,-13
3,13,-21
3,14,-23
3,15,-20
3,16,-18
3,17,-18
3,18,-23
3,19,-21
3,20,-30
4,5,-16
4,6,-18
4,7,-18
4,8,-11
4,9,-8
4,10,-14
4,11,-16
4,12,-12
4,13,-20
4,14,-22
4,15,-19
4,16,-17
4,17,-17
4,18,-22
4,19,-20
4,20,-29
5,6,-2
5,7,-2
5,8,5
5,9,8
5,10,2
5,11,0
5,12,4
5,13,-4
5,14,-6
5,15,-3
5,16,-1
5,17,-1
5,18,-6
5,19,-4
5,20,-13
6,7,0
6,8,7
6,9,10
6,10,4
6,11,2
6,12,6
6,13,-2
6,14,-4
6,15,-1
6,16,1
6,17,1
6,18,-4
6,19,-2
6,20,-11
7,8,7
7,9,10
7,10,4
7,11,2
7,12,6
7,13,-2
7,14,-4
7,15,-1
7,16,1
7,17,1
7,18,-4
7,19,-2
7,20,-11
8,9,3
8,10,-3
8,11,-5
8,12,-1
8,13,-9
8,14,-11
8,15,-8
8,16,-6
8,17,-6
8,18,-11
8,19,-9
8,20,-18
9,10,-6
9,11,-8
9,12,-4
9,13,-12
9,14,-14
9,15,-11
9,16,-9
9,17,-9
9,18,-14
9,19,-12
9,20,-21
10,11,-2
10,12,2
10,13,-6
10,14,-8
10,15,-5
10,16,-3
10,17,-3
10,18,-8
10,19,-6
10,20,-15
11,12,4
11,13,-4
11,14,-6
11,15,-3
11,16,-1
11,17,-1
11,18,-6
11,19,-4
11,20,-13
12,13,-8
12,14,-10
12,15,-7
12,16,-5
12,17,-5
12,18,-10
12,19,-8
12,20,-17
13,14,-2
13,15,1
13,16,3
13,17,3
13,18,-2
13,19,0
13,20,-9
14,15,3
14,16,5
14,17,5
14,18,0
14,19,2
14,20,-7
15,16,2
15,17,2
15,18,-3
15,19,-1
15,20,-10
16,17,0
16,18,-5
16,19,-3
16,20,-12
17,18,-5
17,19,-3
17,20,-12
18,19,2
18,20,-7
19,20,-9
