i,j,fij
1,2,0
1,3,0
1,4,0
1,5,-2
1,6,-2
1,7,0
1,8,-3
1,9,-3
1,10,0
1,11,-3
1,12,0
1,13,-3
1,14,-2
1,15,0
1,16,-3
1,17,-3
1,18,-3
1,19,-2
1,20,-3
2,3,0
2,4,0
2,5,-2
2,6,-2
2,7,0
2,8,-3
2,9,-3
2,10,0
2,11,-3
2,12,0
2,13,-3
2,14,-2
2,15,0
2,16,-3
2,17,-3
2,18,-3
2,19,-2
2,20,-3
3,4,0
3,5,-2
3,6,-2
3,7,0
3,8,-3
3,9,-3
3,10,0
3,11,-3
3,12,0
3,13,-3
3,14,-2
3,15,0
3,16,-3
3,17,-3
3,18,-3
3,19,-2
3,20,-3
4,5,-2
4,6,-2
4,7,0
4,8,-3
4,9,-3
4,10,0
4,11,-3
4,12,0
4,13,-3
4,14,-2
4,15,0
4,16,-3
4,17,-3
4,18,-3
4,19,-2
4,20,-3
5,6,0
5,7,2
5,8,-1
5,9,-1
5,10,2
5,11,-1
5,12,2
5,13,-1
5,14,0
5,15,2
5,16,-1
5,17,-1
5,18,-1
5,19,0
5,20,-1
6,7,2
6,8,-1
6,9,-1
6,10,2
6,11,-1
6,12,2
6,13,-1
6,14,0
6,15,2
6,16,-1
6,17,-1
6,18,-1
6,19,0
6,20,-1
7,8,-3
7,9,-3
7,10,0
7,11,-3
7,12,0
7,13,-3
7,14,-2
7,15,0
7,16,-3
7,17,-3
7,18,-3
7,19,-2
7,20,-3
8,9,0
8,10,3
8,11,0
8,12,3
8,13,0
8,14,1
8,15,3
8,16,0
8,17,0
8,18,0
8,19,1
8,20,0
9,10,3
9,11,0
9,12,3
9,13,0
9,14,1
9,15,3
9,16,0
9,17,0
9,18,0
9,19,1
9,20,0
10,11,-3
10,12,0
10,13,-3
10,14,-2
10,15,0
10,16,-3
10,17,-3
10,18,-3
10,19,-2
10,20,-3
11,12,3
11,13,0
11,14,1
11,15,3
11,16,0
11,17,0
11,18,0
11,19,1
11,20,0
12,13,-3
12,14,-2
12,15,0
12,16,-3
12,17,-3
12,18,-3
12,19,-2
12,20,-3
13,14,1
13,15,3
13,16,0
13,17,0
13,18,0
13,19,1
13,20,0
14,15,2
14,16,-1
14,17,-1
14,18,-1
14,19,0
14,20,-1
15,16,-3
15,17,-3
15,18,-3
15,19,-2
15,20,-3
16,17,0
16,18,0
16,19,1
16,20,0
17,18,0
17,19,1
17,20,0
18,19,1
18,20,0
19,20,-1
