i,j,fij
1,2,-9
1,3,-9
1,4,-12
1,5,-22
1,6,-27
1,7,-27
1,8,-21
1,9,-17
1,10,-24
1,11,-23
1,12,-24
1,13,-26
1,14,-32
1,15,-29
1,16,-23
1,17,-23
1,18,-28
1,19,-26
1,20,-39
2,3,0
2,4,-3
2,5,-13
2,6,-18
2,7,-18
2,8,-12
2,9,-8
2,10,-15
2,11,-14
2,12,-15
2,13,-17
2,14,-23
2,15,-20
2,16,-14
2,17,-14
2,18,-19
2,19,-17
2,20,-30
3,4,-3
3,5,-13
3,6,-18
3,7,-18
3,8,-12
3,9,-8
3,10,-15
3,11,-14
3,12,-15
3,13,-17
3,14,-23
3,15,-20
3,16,-14
3,17,-14
3,18,-19
3,19,-17
3,20,-30
4,5,-10
4,6,-15
4,7,-15
4,8,-9
4,9,-5
4,10,-12
4,11,-11
4,12,-12
4,13,-14
4,14,-20
4,15,-17
4,16,-11
4,17,-11
4,18,-16
4,19,-14
4,20,-27
5,6,-5
5,7,-5
5,8,1
5,9,5
5,10,-2
5,11,-1
5,12,-2
5,13,-4
5,14,-10
5,15,-7
5,16,-1
5,17,-1
5,18,-6
5,19,-4
5,20,-17
6,7,0
6,8,6
6,9,10
6,10,3
6,11,4
6,12,3
6,13,1
6,14,-5
6,15,-2
6,16,4
6,17,4
6,18,-1
6,19,1
6,20,-12
7,8,6
7,9,10
7,10,3
7,11,4
7,12,3
7,13,1
7,14,-5
7,15,-2
7,16,4
7,17,4
7,18,-1
7,19,1
7,20,-12
8,9,4
8,10,-3
8,11,-2
8,12,-3
8,13,-5
8,14,-11
8,15,-8
8,16,-2
8,17,-2
8,18,-7
8,19,-5
8,20,-18
9,10,-7
9,11,-6
9,12,-7
9,13,-9
9,14,-15
9,15,-12
9,16,-6
9,17,-6
9,18,-11
9,19,-9
9,20,-22
10,11,1
10,12,0
10,13,-2
10,14,-8
10,15,-5
10,16,1
10,17,1
10,18,-4
10,19,-2
10,20,-15
11,12,-1
11,13,-3
11,14,-9
11,15,-6
11,16,0
11,17,0
11,18,-5
11,19,-3
11,20,-16
12,13,-2
12,14,-8
12,15,-5
12,16,1
12,17,1
12,18,-4
12,19,-2
12,20,-15
13,14,-6
13,15,-3
13,16,3
13,17,3
13,18,-2
13,19,0
13,20,-13
14,15,3
14,16,9
14,17,9
14,18,4
14,19,6
14,20,-7
15,16,6
15,17,6
15,18,1
15,19,3
15,20,-10
16,17,0
16,18,-5
16,19,-3
16,20,-16
17,18,-5
17,19,-3
17,20,-16
18,19,2
18,20,-11
19,20,-13
