i,j,fij
1,2,-9
1,3,-9
1,4,-12
1,5,-25
1,6,-30
1,7,-30
1,8,-23
1,9,-17
1,10,-24
1,11,-26
1,12,-24
1,13,-29
1,14,-32
1,15,-31
1,16,-26
1,17,-26
1,18,-31
1,19,-29
1,20,-39
2,3,0
2,4,-3
2,5,-16
2,6,-21
2,7,-21
2,8,-14
2,9,-8
2,10,-15
2,11,-17
2,12,-15
2,13,-20
2,14,-23
2,15,-22
2,16,-17
2,17,-17
2,18,-22
2,19,-20
2,20,-30
3,4,-3
3,5,-16
3,6,-21
3,7,-21
3,8,-14
3,9,-8
3,10,-15
3,11,-17
3,12,-15
3,13,-20
3,14,-23
3,15,-22
3,16,-17
3,17,-17
3,18,-22
3,19,-20
3,20,-30
4,5,-13
4,6,-18
4,7,-18
4,8,-11
4,9,-5
4,10,-12
4,11,-14
4,12,-12
4,13,-17
4,14,-20
4,15,-19
4,16,-14
4,17,-14
4,18,-19
4,19,-17
4,20,-27
5,6,-5
5,7,-5
5,8,2
5,9,8
5,10,1
5,11,-1
5,12,1
5,13,-4
5,14,-7
5,15,-6
5,16,-1
5,17,-1
5,18,-6
5,19,-4
5,20,-14
6,7,0
6,8,7
6,9,13
6,10,6
6,11,4
6,12,6
6,13,1
6,14,-2
6,15,-1
6,16,4
6,17,4
6,18,-1
6,19,1
6,20,-9
7,8,7
7,9,13
7,10,6
7,11,4
7,12,6
7,13,1
7,14,-2
7,15,-1
7,16,4
7,17,4
7,18,-1
7,19,1
7,20,-9
8,9,6
8,10,-1
8,11,-3
8,12,-1
8,13,-6
8,14,-9
8,15,-8
8,16,-3
8,17,-3
8,18,-8
8,19,-6
8,20,-16
9,10,-7
9,11,-9
9,12,-7
9,13,-12
9,14,-15
9,15,-14
9,16,-9
9,17,-9
9,18,-14
9,19,-12
9,20,-22
10,11,-2
10,12,0
10,13,-5
10,14,-8
10,15,-7
10,16,-2
10,17,-2
10,18,-7
10,19,-5
10,20,-15
11,12,2
11,13,-3
11,14,-6
11,15,-5
11,16,0
11,17,0
11,18,-5
11,19,-3
11,20,-13
12,13,-5
12,14,-8
12,15,-7
12,16,-2
12,17,-2
12,18,-7
12,19,-5
12,20,-15
13,14,-3
13,15,-2
13,16,3
13,17,3
13,18,-2
13,19,0
13,20,-10
14,15,1
14,16,6
14,17,6
14,18,1
14,19,3
14,20,-7
15,16,5
15,17,5
15,18,0
15,19,2
15,20,-8
16,17,0
16,18,-5
16,19,-3
16,20,-13
17,18,-5
17,19,-3
17,20,-13
18,19,2
18,20,-8
19,20,-10
