i,j,fij
1,2,-20
1,3,-21
1,4,-21
1,5,-42
1,6,-47
1,7,-41
1,8,-40
1,9,-44
1,10,-44
1,11,-48
1,12,-45
1,13,-50
1,14,-53
1,15,-61
1,16,-56
1,17,-53
1,18,-56
1,19,-61
1,20,-64
2,3,-1
2,4,-1
2,5,-22
2,6,-27
2,7,-21
2,8,-20
2,9,-24
2,10,-24
2,11,-28
2,12,-25
2,13,-30
2,14,-33
2,15,-41
2,16,-36
2,17,-33
2,18,-36
2,19,-41
2,20,-44
3,4,0
3,5,-21
3,6,-26
3,7,-20
3,8,-19
3,9,-23
3,10,-23
3,11,-27
3,12,-24
3,13,-29
3,14,-32
3,15,-40
3,16,-35
3,17,-32
3,18,-35
3,19,-40
3,20,-43
4,5,-21
4,6,-26
4,7,-20
4,8,-19
4,9,-23
4,10,-23
4,11,-27
4,12,-24
4,13,-29
4,14,-32
4,15,-40
4,16,-35
4,17,-32
4,18,-35
4,19,-40
4,20,-43
5,6,-5
5,7,1
5,8,2
5,9,-2
5,10,-2
5,11,-6
5,12,-3
5,13,-8
5,14,-11
5,15,-19
5,16,-14
5,17,-11
5,18,-14
5,19,-19
5,20,-22
6,7,6
6,8,7
6,9,3
6,10,3
6,11,-1
6,12,2
6,13,-3
6,14,-6
6,15,-14
6,16,-9
6,17,-6
6,18,-9
6,19,-14
6,20,-17
7,8,1
7,9,-3
7,10,-3
7,11,-7
7,12,-4
7,13,-9
7,14,-12
7,15,-20
7,16,-15
7,17,-12
7,18,-15
7,19,-20
7,20,-23
8,9,-4
8,10,-4
8,11,-8
8,12,-5
8,13,-10
8,14,-13
8,15,-21
8,16,-16
8,17,-13
8,18,-16
8,19,-21
8,20,-24
9,10,0
9,11,-4
9,12,-1
9,13,-6
9,14,-9
9,15,-17
9,16,-12
9,17,-9
9,18,-12
9,19,-17
9,20,-20
10,11,-4
10,12,-1
10,13,-6
10,14,-9
10,15,-17
10,16,-12
10,17,-9
10,18,-12
10,19,-17
10,20,-20
11,12,3
11,13,-2
11,14,-5
11,15,-13
11,16,-8
11,17,-5
11,18,-8
11,19,-13
11,20,-16
12,13,-5
12,14,-8
12,15,-16
12,16,-11
12,17,-8
12,18,-11
12,19,-16
12,20,-19
13,14,-3
13,15,-11
13,16,-6
13,17,-3
13,18,-6
13,19,-11
13,20,-14
14,15,-8
14,16,-3
14,17,0
14,18,-3
14,19,-8
14,20,-11
15,16,5
15,17,8
15,18,5
15,19,0
15,20,-3
16,17,3
16,18,0
16,19,-5
16,20,-8
17,18,-3
17,19,-8
17,20,-11
18,19,-5
18,20,-8
19,20,-3
