i,j,fij
1,2,-12
1,3,-11
1,4,-11
1,5,-28
1,6,-30
1,7,-33
1,8,-25
1,9,-22
1,10,-28
1,11,-31
1,12,-30
1,13,-34
1,14,-34
1,15,-34
1,16,-32
1,17,-32
1,18,-36
1,19,-35
1,20,-41
2,3,1
2,4,1
2,5,-16
2,6,-18
2,7,-21
2,8,-13
2,9,-10
2,10,-16
2,11,-19
2,12,-18
2,13,-22
2,14,-22
2,15,-22
2,16,-20
2,17,-20
2,18,-24
2,19,-23
2,20,-29
3,4,0
3,5,-17
3,6,-19
3,7,-22
3,8,-14
3,9,-11
3,10,-17
3,11,-20
3,12,-19
3,13,-23
3,14,-23
3,15,-23
3,16,-21
3,17,-21
3,18,-25
3,19,-24
3,20,-30
4,5,-17
4,6,-19
4,7,-22
4,8,-14
4,9,-11
4,10,-17
4,11,-20
4,12,-19
4,13,-23
4,14,-23
4,15,-23
4,16,-21
4,17,-21
4,18,-25
4,19,-24
4,20,-30
5,6,-2
5,7,-5
5,8,3
5,9,6
5,10,0
5,11,-3
5,12,-2
5,13,-6
5,14,-6
5,15,-6
5,16,-4
5,17,-4
5,18,-8
5,19,-7
5,20,-13
6,7,-3
6,8,5
6,9,8
6,10,2
6,11,-1
6,12,0
6,13,-4
6,14,-4
6,15,-4
6,16,-2
6,17,-2
6,18,-6
6,19,-5
6,20,-11
7,8,8
7,9,11
7,10,5
7,11,2
7,12,3
7,13,-1
7,14,-1
7,15,-1
7,16,1
7,17,1
7,18,-3
7,19,-2
7,20,-8
8,9,3
8,10,-3
8,11,-6
8,12,-5
8,13,-9
8,14,-9
8,15,-9
8,16,-7
8,17,-7
8,18,-11
8,19,-10
8,20,-16
9,10,-6
9,11,-9
9,12,-8
9,13,-12
9,14,-12
9,15,-12
9,16,-10
9,17,-10
9,18,-14
9,19,-13
9,20,-19
10,11,-3
10,12,-2
10,13,-6
10,14,-6
10,15,-6
10,16,-4
10,17,-4
10,18,-8
10,19,-7
10,20,-13
11,12,1
11,13,-3
11,14,-3
11,15,-3
11,16,-1
11,17,-1
11,18,-5
11,19,-4
11,20,-10
12,13,-4
12,14,-4
12,15,-4
12,16,-2
12,17,-2
12,18,-6
12,19,-5
12,20,-11
13,14,0
13,15,0
13,16,2
13,17,2
13,18,-2
13,19,-1
13,20,-7
14,15,0
14,16,2
14,17,2
14,18,-2
14,19,-1
14,20,-7
15,16,2
15,17,2
15,18,-2
15,19,-1
15,20,-7
16,17,0
16,18,-4
16,19,-3
16,20,-9
17,18,-4
17,19,-3
17,20,-9
18,19,1
18,20,-5
19,20,-6
