i,j,fij
1,2,-9
1,3,-9
1,4,-9
1,5,-17
1,6,-21
1,7,-21
1,8,-21
1,9,-14
1,10,-19
1,11,-20
1,12,-22
1,13,-20
1,14,-27
1,15,-23
1,16,-23
1,17,-18
1,18,-25
1,19,-23
1,20,-37
2,3,0
2,4,0
2,5,-8
2,6,-12
2,7,-12
2,8,-12
2,9,-5
2,10,-10
2,11,-11
2,12,-13
2,13,-11
2,14,-18
2,15,-14
2,16,-14
2,17,-9
2,18,-16
2,19,-14
2,20,-28
3,4,0
3,5,-8
3,6,-12
3,7,-12
3,8,-12
3,9,-5
3,10,-10
3,11,-11
3,12,-13
3,13,-11
3,14,-18
3,15,-14
3,16,-14
3,17,-9
3,18,-16
3,19,-14
3,20,-28
4,5,-8
4,6,-12
4,7,-12
4,8,-12
4,9,-5
4,10,-10
4,11,-11
4,12,-13
4,13,-11
4,14,-18
4,15,-14
4,16,-14
4,17,-9
4,18,-16
4,19,-14
4,20,-28
5,6,-4
5,7,-4
5,8,-4
5,9,3
5,10,-2
5,11,-3
5,12,-5
5,13,-3
5,14,-10
5,15,-6
5,16,-6
5,17,-1
5,18,-8
5,19,-6
5,20,-20
6,7,0
6,8,0
6,9,7
6,10,2
6,11,1
6,12,-1
6,13,1
6,14,-6
6,15,-2
6,16,-2
6,17,3
6,18,-4
6,19,-2
6,20,-16
7,8,0
7,9,7
7,10,2
7,11,1
7,12,-1
7,13,1
7,14,-6
7,15,-2
7,16,-2
7,17,3
7,18,-4
7,19,-2
7,20,-16
8,9,7
8,10,2
8,11,1
8,12,-1
8,13,1
8,14,-6
8,15,-2
8,16,-2
8,17,3
8,18,-4
8,19,-2
8,20,-16
9,10,-5
9,11,-6
9,12,-8
9,13,-6
9,14,-13
9,15,-9
9,16,-9
9,17,-4
9,18,-11
9,19,-9
9,20,-23
10,11,-1
10,12,-3
10,13,-1
10,14,-8
10,15,-4
10,16,-4
10,17,1
10,18,-6
10,19,-4
10,20,-18
11,12,-2
11,13,0
11,14,-7
11,15,-3
11,16,-3
11,17,2
11,18,-5
11,19,-3
11,20,-17
12,13,2
12,14,-5
12,15,-1
12,16,-1
12,17,4
12,18,-3
12,19,-1
12,20,-15
13,14,-7
13,15,-3
13,16,-3
13,17,2
13,18,-5
13,19,-3
13,20,-17
14,15,4
14,16,4
14,17,9
14,18,2
14,19,4
14,20,-10
15,16,0
15,17,5
15,18,-2
15,19,0
15,20,-14
16,17,5
16,18,-2
16,19,0
16,20,-14
17,18,-7
17,19,-5
17,20,-19
18,19,2
18,20,-12
19,20,-14
