team,value
1,1480.9843336487456
2,2222.1922224173873
3,2051.9655524449736
4,2072.6744916693633
5,2153.174899943414
6,1993.456763458559
7,1657.5093907725068
8,1756.4558274826945
9,1472.0620862255964
10,1411.513086645436
11,1765.269363073992
12,1578.9781253690862
13,1512.4383826197743
14,1613.030878341722
15,1447.771605468968
16,1399.7937525551436
17,1610.1599350151791
18,1470.9074377045586
19,1410.2786048074943
20,1594.549584334142
