team,value
1,2392.551603833616
2,1582.0137377666622
3,2056.4233851877398
4,1972.3093838419331
5,1918.7069831717522
6,2202.203267205441
7,1131.5858624347406
8,1416.5718647289705
9,1508.7118054181274
10,1334.6315030542712
11,1273.7261879383989
12,1617.3144373039352
13,1145.8354914093927
14,1427.1352671051116
15,1432.188280894771
16,1174.637360451502
17,1583.6409561723115
18,1345.6536743069555
19,1219.9060790468914
20,1079.5830581983012
