team,value
1,26893.56108
2,17726.83355499999
3,25424.451564999992
4,17595.731412000005
5,19584.864341000004
6,24998.746238000003
7,20228.763782999995
8,8414.579530000006
9,16762.051588000002
10,15133.522377000005
11,20895.211001000007
12,14477.41360400001
13,21491.248470000013
14,12173.409979999999
15,12796.979580999994
16,19110.201035000002
17,12294.442017000001
18,16802.522243
19,18578.87079099998
20,13037.238082000003
