team,value
1,14070.747373840006
2,10080.71598198845
3,14560.760127539334
4,10825.555076951996
5,11136.500451543943
6,11900.587161511927
7,12368.791323204325
8,6937.288973308438
9,10832.42213232043
10,10282.644745681104
11,12377.550695961952
12,9785.54638616366
13,12190.252551563564
14,7834.519935641909
15,8641.970284253415
16,10904.90509393849
17,8642.149998963005
18,10003.631151368936
19,11007.58504562909
20,8998.907829150006
