team,value
1,20116.000501000013
2,12324.700965999993
3,14475.324137000001
4,12554.502100000002
5,13231.381843000003
6,17089.939245000012
7,7022.500448999999
8,9351.484800000002
9,10331.595905000004
10,7632.149393000001
11,9313.579023000004
12,9541.702148000004
13,8949.850667000002
14,9837.895949999996
15,8129.180959999988
16,8809.807483999995
17,11916.879074000013
18,8088.039135000006
19,9727.253162000008
20,7913.159876999999
