team,value
1,644.7542542758141
2,406.431504591575
3,622.7360466262235
4,384.71371029691045
5,372.2656142598095
6,380.0002385308589
7,467.201496032332
8,293.89511057621024
9,458.78971223590315
10,288.5777919976916
11,410.1841394306104
12,334.3696392658986
13,418.52857216694036
14,272.33882067045954
15,323.15033548055965
16,360.2732768484661
17,296.4759512863377
18,391.68715156912384
19,402.5330356797398
20,313.57031970987754
