team,value
1,13374.5498402224
2,15227.435935617728
3,12957.625293483015
4,13016.491395330257
5,12341.082036700634
6,13284.209849955576
7,11995.451881173714
8,11229.247558466479
9,10963.394714645046
10,10233.817434206694
11,9462.887747687877
12,10330.171886189937
13,10198.001486102426
14,9872.107070510747
15,10595.317994253643
16,9324.907131369862
17,9088.867041537604
18,8346.167053289582
19,9513.851100523249
20,10844.909565727201
