team,value
1,11092.652172999993
2,16510.089246000007
3,11610.389956000006
4,11671.002639999999
5,11236.514360999994
6,12418.163594000001
7,12906.066670000007
8,10050.451753999994
9,9389.674157999994
10,8910.327716999996
11,9446.257538999991
12,11004.135850000006
13,9438.195814000002
14,8966.40928199999
15,7881.720853999993
16,7064.997560999998
17,8484.441489999994
18,7956.741862999997
19,7048.277510000007
20,8488.580392000002
