team,value
1,12739.579797
2,9751.844749999998
3,9244.244443999994
4,8916.177916000008
5,9834.955333999995
6,8998.231737000006
7,8402.921227000003
8,8780.531045999996
9,8528.616616000008
10,8627.87156900001
11,7880.684560000009
12,8770.167881000003
13,6518.447773999991
14,8602.104811
15,9659.047711999998
16,8116.446028999998
17,8833.976280000006
18,8232.168802000015
19,8849.617962
20,9954.629990000001
