team,value
1,105036.0
2,77972.0
3,93241.0
4,87825.0
5,84613.0
6,83053.0
7,51006.0
8,54427.0
9,56607.0
10,48818.0
11,54541.0
12,62878.0
13,54359.0
14,51700.0
15,52770.0
16,56418.0
17,67087.0
18,44863.0
19,60436.0
20,46855.0
