team,value
1,15252.212021000001
2,5716.546388999999
3,6773.867617000003
4,10594.082057
5,9125.476110999996
6,9445.904649000007
7,6683.538268999997
8,6432.974673000001
9,9677.280428999988
10,6769.974922000001
11,8376.611894000001
12,6790.65106999999
13,5719.580278000001
14,6135.367655999995
15,6665.164174999998
16,6951.350103000001
17,7639.699120000005
18,7060.329697999998
