team,value
1,2508.085846340536
2,1864.4726578663294
3,1899.0071452784966
4,1855.4416206925364
5,1634.3948773938205
6,1858.593763505342
7,1881.0436153220778
8,1946.0546236399261
9,1828.6181044356774
10,2080.0322834952517
11,1661.6769091928484
12,1612.0872387195582
13,1429.2434543138029
14,1807.5785448445774
15,2016.286130704431
16,1615.339294110077
17,1771.4599433579056
18,1751.6496951270262
19,1959.384022267479
20,1767.1446657519284
