team,value
1,13989.653713550777
2,8952.201149043183
3,11404.989627132105
4,10654.623841549175
5,10178.872572640592
6,10682.176214121353
7,8665.545742736173
8,9914.321014588117
9,10511.838975724057
10,9060.46719633929
11,9420.737579945258
12,9294.926534545053
13,8853.141595482919
14,8598.019553635238
15,7714.410508899564
16,9714.71169065165
17,8278.89952443304
18,8903.124868495634
