team,value
1,95845.0
2,68932.0
3,77417.0
4,74853.0
5,63850.0
6,66243.0
7,70674.0
8,75077.0
9,53634.0
10,62853.0
11,61090.0
12,62871.0
13,50749.0
14,55373.0
15,71153.0
16,60064.0
17,55026.0
18,51764.0
19,55219.0
20,57455.0
