team,value
1,537.03313388369
2,410.8387691484112
3,407.5926027471302
4,433.50855076875257
5,381.6970516144967
6,397.39763333490373
7,370.16431099084
8,402.52535180787515
9,391.0072855952044
10,386.1122292471876
11,311.9221228806554
12,389.691294704714
13,279.2155077242156
14,330.41224956926237
15,412.5649372926437
16,320.72795756221154
17,325.84400024504845
18,348.94877995563894
19,333.4864857088005
20,376.5409689625173
