team,value
1,35340.312991
2,21678.326005999992
3,24120.26530500002
4,28059.613008999986
5,21324.203441999995
6,25766.074164
7,13868.285593999999
8,12870.689104000006
9,15027.240227000006
10,12211.526588999997
11,13078.814426000003
12,14997.255585999996
13,14623.15986199999
14,13913.444859999992
15,13348.954052000005
16,13086.600650999999
17,19235.482098
18,12495.986858000006
19,16151.449059999994
20,12565.067745999993
