team,value
1,82412.0
2,110948.0
3,86234.0
4,87108.0
5,75775.0
6,80160.0
7,81645.0
8,68931.0
9,71969.0
10,67237.0
11,59216.0
12,64288.0
13,61717.0
14,60777.0
15,62406.0
16,57267.0
17,56980.0
18,55689.0
19,58643.0
20,61706.0
