team,value
1,2044.3889385932216
2,1419.6220999990355
3,2541.2549233214454
4,1929.0521307095212
5,2120.6389472045125
6,1481.7735369161633
7,1808.5059500023256
8,1117.0357534943523
9,1324.291052386694
10,1283.586197548068
11,1519.8281620545426
12,1302.3051346771126
13,1480.2116026643816
14,1176.8420010367895
15,1501.721706052593
16,1277.8964388495206
17,1297.4746683075023
18,1495.6297183906936
19,1587.0343102388156
20,1282.7134490508738
