team,value
1,33974.97700900002
2,19535.214923000007
3,22471.168799000003
4,19884.988747
5,18406.266346999997
6,17621.551686000017
7,19213.90773599999
8,26737.047639
9,11515.640726000014
10,16123.71182699999
11,18176.123074000006
12,17126.78502599999
13,13332.069271
14,16466.069001999997
15,22055.35767800001
16,16041.454772999996
17,14384.463851000011
18,12736.167578999999
19,15447.25166899999
20,16439.548435000004
