i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 0.39176579999999994 1 93.0
2 0.17287766999999996 7 80.0
3 0.26516729999999994 3 78.0
4 0.27904175 2 77.0
5 0.15803929999999994 12 58.0
6 0.16722144999999994 9 55.0
7 0.24580399999999997 4 55.0
8 0.24429108499999996 5 54.0
9 0.042000149999999944 18 52.0
10 0.16070174999999995 10 51.0
11 0.16020552499999996 11 48.0
12 0.11799019999999995 13 47.0
13 0.0 20 45.0
14 0.06776939999999995 17 41.0
15 0.22914541499999996 6 38.0
16 0.16758045999999993 8 38.0
17 0.11602479999999993 14 38.0
18 0.07531675499999996 16 37.0
19 0.03420263999999992 19 33.0
20 0.11168954999999994 15 26.0
