t i j k u[t]=u_ijk
1 1 2 3 -0.003329000000000001
2 1 2 4 0.006324999999999996
3 1 2 5 0.0088015
4 1 2 6 0.014636149999999997
5 1 2 7 0.005058499999999999
6 1 2 8 0.006362899999999999
7 1 2 9 0.0047744999999999975
8 1 2 10 0.02424249999999999
9 1 2 11 -0.0022428
10 1 2 12 -0.004327700000000004
11 1 2 13 0.0018981999999999996
12 1 2 14 0.0145455
13 1 2 15 0.020392999999999998
14 1 2 16 0.005888999999999999
15 1 2 17 0.0246195
16 1 2 18 0.0250535
17 1 2 19 0.011702
18 1 2 20 0.0236165
19 1 3 4 0.010610149999999999
20 1 3 5 -0.004056500000000002
21 1 3 6 -0.004005219999999999
22 1 3 7 -0.0112065
23 1 3 8 -0.024462099999999994
24 1 3 9 -0.0171435
25 1 3 10 0.02259305
26 1 3 11 0.0006607000000000001
27 1 3 12 -0.0108052
28 1 3 13 -0.0083313
29 1 3 14 0.019104499999999993
30 1 3 15 0.0048175000000000015
31 1 3 16 0.0008114999999999982
32 1 3 17 0.002631
33 1 3 18 0.0161895
34 1 3 19 0.0043314999999999985
35 1 3 20 0.009800500000000004
36 1 4 5 -0.001302199999999999
37 1 4 6 -0.009834499999999996
38 1 4 7 -0.008343999999999999
39 1 4 8 0.0028339000000000003
40 1 4 9 -0.017446249999999993
41 1 4 10 -0.006242499999999999
42 1 4 11 -0.0330018
43 1 4 12 -0.032254700000000004
44 1 4 13 -0.0309788
45 1 4 14 0.007980999999999999
46 1 4 15 -0.011345999999999998
47 1 4 16 -0.021793999999999997
48 1 4 17 0.003681999999999999
49 1 4 18 0.012590000000000002
50 1 4 19 -0.0094755
51 1 4 20 -0.0018529999999999964
52 1 5 6 -0.009308
53 1 5 7 -0.018659
54 1 5 8 -0.0210916
55 1 5 9 -0.014422500000000001
56 1 5 10 0.004522999999999999
57 1 5 11 0.004384199999999999
58 1 5 12 -0.0219017
59 1 5 13 -0.0228453
60 1 5 14 0.006013
61 1 5 15 -0.003173999999999999
62 1 5 16 -0.014861000000000001
63 1 5 17 0.009690999999999996
64 1 5 18 0.0004599999999999992
65 1 5 19 0.0028405
66 1 5 20 0.0033980000000000004
67 1 6 7 0.005221849999999998
68 1 6 8 -0.0025070999999999995
69 1 6 9 -0.008302
70 1 6 10 0.027236549999999995
71 1 6 11 -0.0098723
72 1 6 12 -0.0055182
73 1 6 13 0.002106549999999999
74 1 6 14 0.010624500000000002
75 1 6 15 0.0200347
76 1 6 16 0.018023115
77 1 6 17 0.02506849999999999
78 1 6 18 0.014778499999999997
79 1 6 19 0.005532500000000001
80 1 6 20 0.018197500000000002
81 1 7 8 -0.0108741
82 1 7 9 -0.012622
83 1 7 10 0.021728699999999997
84 1 7 11 0.0023507
85 1 7 12 -0.003209200000000001
86 1 7 13 -0.015150799999999996
87 1 7 14 0.011570999999999996
88 1 7 15 0.0019165000000000013
89 1 7 16 -0.007724999999999998
90 1 7 17 0.029315499999999994
91 1 7 18 0.0292015
92 1 7 19 -0.004524500000000001
93 1 7 20 0.022597
94 1 8 9 -0.0020539
95 1 8 10 0.019751349999999997
96 1 8 11 -0.003333200000000001
97 1 8 12 -0.0119406
98 1 8 13 -0.005082199999999999
99 1 8 14 0.025639349999999995
100 1 8 15 0.018872349999999996
101 1 8 16 -1.1900000000000797e-5
102 1 8 17 0.006278599999999995
103 1 8 18 0.026825599999999995
104 1 8 19 -0.00017490000000000005
105 1 8 20 0.0366576
106 1 9 10 0.022099499999999994
107 1 9 11 0.0011302000000000007
108 1 9 12 0.00791145
109 1 9 13 -0.018357299999999997
110 1 9 14 0.024717999999999997
111 1 9 15 0.013321
112 1 9 16 0.012685499999999999
113 1 9 17 0.027498499999999995
114 1 9 18 0.031751499999999995
115 1 9 19 0.0114305
116 1 9 20 0.025787
117 1 10 11 -0.0217938
118 1 10 12 -0.021522794999999997
119 1 10 13 -0.0081868
120 1 10 14 -0.0061554999999999995
121 1 10 15 -0.012715999999999998
122 1 10 16 -0.008805499999999999
123 1 10 17 -0.0023010000000000027
124 1 10 18 -0.0011619999999999977
125 1 10 19 -0.007986499999999999
126 1 10 20 -0.008718999999999996
127 1 11 12 -0.0086013
128 1 11 13 -0.018886499999999997
129 1 11 14 0.01584735
130 1 11 15 0.0134696
131 1 11 16 0.00443521
132 1 11 17 0.026358679999999992
133 1 11 18 0.0217531
134 1 11 19 0.0029362999999999998
135 1 11 20 0.0142413
136 1 12 13 -0.019474599999999998
137 1 12 14 0.0240124
138 1 12 15 0.0073002000000000015
139 1 12 16 0.009527799999999998
140 1 12 17 0.016442699999999994
141 1 12 18 0.03418784999999999
142 1 12 19 0.01773405
143 1 12 20 0.0244547
144 1 13 14 0.0348998
145 1 13 15 0.031929799999999994
146 1 13 16 0.022853299999999997
147 1 13 17 0.03143209999999999
148 1 13 18 0.03712599999999999
149 1 13 19 0.017552599999999998
150 1 13 20 0.025987199999999995
151 1 14 15 -0.009411435
152 1 14 16 -0.028491500000000003
153 1 14 17 -0.00036800000000000304
154 1 14 18 0.006773000000000001
155 1 14 19 -0.019728
156 1 14 20 0.0101545
157 1 15 16 -0.019708499999999997
158 1 15 17 0.020651699999999995
159 1 15 18 0.009771499999999999
160 1 15 19 -0.004007500000000001
161 1 15 20 0.006602
162 1 16 17 0.022150004999999997
163 1 16 18 0.027603500000000003
164 1 16 19 -0.0036309999999999997
165 1 16 20 0.0129115
166 1 17 18 -0.002938099999999996
167 1 17 19 -0.0327215
168 1 17 20 -0.003012149999999995
169 1 18 19 -0.01088205
170 1 18 20 0.0020287500000000006
171 1 19 20 0.0007600000000000022
172 2 3 4 0.00095615
173 2 3 5 -0.016187
174 2 3 6 -0.021970369999999996
175 2 3 7 -0.019593999999999997
176 2 3 8 -0.034154
177 2 3 9 -0.025246999999999995
178 2 3 10 -0.004978449999999999
179 2 3 11 -0.00042550000000000086
180 2 3 12 -0.009806499999999998
181 2 3 13 -0.0135585
182 2 3 14 0.0012300000000000017
183 2 3 15 -0.018904499999999998
184 2 3 16 -0.008406499999999999
185 2 3 17 -0.025317499999999993
186 2 3 18 -0.012193
187 2 3 19 -0.0106995
188 2 3 20 -0.017144999999999997
189 2 4 5 -0.0037786999999999994
190 2 4 6 -0.018145649999999996
191 2 4 7 -0.0070775
192 2 4 8 0.002796000000000001
193 2 4 9 -0.015895749999999997
194 2 4 10 -0.024159999999999997
195 2 4 11 -0.024434
196 2 4 12 -0.021602
197 2 4 13 -0.026551999999999996
198 2 4 14 -0.00023949999999999804
199 2 4 15 -0.025414
200 2 4 16 -0.021358
201 2 4 17 -0.014612499999999995
202 2 4 18 -0.006138499999999999
203 2 4 19 -0.014852499999999998
204 2 4 20 -0.0191445
205 2 5 6 -0.015142649999999995
206 2 5 7 -0.014915999999999997
207 2 5 8 -0.018652999999999996
208 2 5 9 -0.010395499999999998
209 2 5 10 -0.010917999999999999
210 2 5 11 0.0154285
211 2 5 12 -0.008772499999999997
212 2 5 13 -0.015941999999999998
213 2 5 14 0.00026900000000000117
214 2 5 15 -0.014765499999999996
215 2 5 16 -0.0119485
216 2 5 17 -0.006126999999999996
217 2 5 18 -0.015792
218 2 5 19 -5.9999999999998944e-5
219 2 5 20 -0.011416999999999998
220 2 6 7 0.014799499999999997
221 2 6 8 0.0057661499999999985
222 2 6 9 0.0015596500000000005
223 2 6 10 0.0176302
224 2 6 11 0.007006649999999997
225 2 6 12 0.013445649999999996
226 2 6 13 0.0148445
227 2 6 14 0.010715150000000001
228 2 6 15 0.014277849999999996
229 2 6 16 0.026770264999999994
230 2 6 17 0.01508515
231 2 6 18 0.004361149999999997
232 2 6 19 0.008466649999999997
233 2 6 20 0.009217149999999999
234 2 7 8 -0.0121785
235 2 7 9 -0.012337999999999998
236 2 7 10 0.002544700000000001
237 2 7 11 0.009651999999999999
238 2 7 12 0.006177
239 2 7 13 -0.011990499999999998
240 2 7 14 0.0020840000000000025
241 2 7 15 -0.013417999999999998
242 2 7 16 -0.008555499999999999
243 2 7 17 0.009754500000000001
244 2 7 18 0.0092065
245 2 7 19 -0.011167999999999999
246 2 7 20 0.004038999999999999
247 2 8 9 -0.0004654999999999992
248 2 8 10 0.0018717500000000001
249 2 8 11 0.005272499999999998
250 2 8 12 -0.0012499999999999996
251 2 8 13 -0.0006174999999999999
252 2 8 14 0.01745675
253 2 8 15 0.0048422499999999985
254 2 8 16 0.00046199999999999844
255 2 8 17 -0.011977999999999997
256 2 8 18 0.008134999999999998
257 2 8 19 -0.005513999999999999
258 2 8 20 0.019403999999999998
259 2 9 10 0.0026315
260 2 9 11 0.008147499999999998
261 2 9 12 0.017013649999999998
262 2 9 13 -0.015480999999999998
263 2 9 14 0.014946999999999998
264 2 9 15 -0.0022975000000000005
265 2 9 16 0.011570999999999998
266 2 9 17 0.007653500000000001
267 2 9 18 0.011472499999999998
268 2 9 19 0.004502999999999998
269 2 9 20 0.006944999999999998
270 2 10 11 0.004691499999999998
271 2 10 12 0.0070474050000000005
