i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 0.3284041999999999 4 93.0
2 0.11838514999999994 18 79.0
3 0.49089859999999985 1 76.0
4 0.27084479999999994 10 73.0
5 0.3245869999999999 5 61.0
6 0.18494294999999997 14 60.0
7 0.31647315 6 58.0
8 0.16020695 16 55.0
9 0.42557959999999995 3 51.0
10 0.30965704999999993 8 51.0
11 0.4453398499999999 2 49.0
12 0.25530795 11 49.0
13 0.21834239999999996 12 49.0
14 0.27295139999999996 9 47.0
15 0.13912135000000003 17 46.0
16 0.055565649999999994 19 43.0
17 0.31277449999999996 7 43.0
18 0.21190555 13 29.0
19 0.1704809 15 22.0
20 0.0 20 20.0
