i,j,fij
1,2,-4
1,3,-21
1,4,-22
1,5,-21
1,6,-29
1,7,-33
1,8,-31
1,9,-33
1,10,-36
1,11,-51
1,12,-46
1,13,-48
1,14,-52
1,15,-46
1,16,-52
1,17,-54
1,18,-54
1,19,-56
1,20,-68
2,3,-17
2,4,-18
2,5,-17
2,6,-25
2,7,-29
2,8,-27
2,9,-29
2,10,-32
2,11,-47
2,12,-42
2,13,-44
2,14,-48
2,15,-42
2,16,-48
2,17,-50
2,18,-50
2,19,-52
2,20,-64
3,4,-1
3,5,0
3,6,-8
3,7,-12
3,8,-10
3,9,-12
3,10,-15
3,11,-30
3,12,-25
3,13,-27
3,14,-31
3,15,-25
3,16,-31
3,17,-33
3,18,-33
3,19,-35
3,20,-47
4,5,1
4,6,-7
4,7,-11
4,8,-9
4,9,-11
4,10,-14
4,11,-29
4,12,-24
4,13,-26
4,14,-30
4,15,-24
4,16,-30
4,17,-32
4,18,-32
4,19,-34
4,20,-46
5,6,-8
5,7,-12
5,8,-10
5,9,-12
5,10,-15
5,11,-30
5,12,-25
5,13,-27
5,14,-31
5,15,-25
5,16,-31
5,17,-33
5,18,-33
5,19,-35
5,20,-47
6,7,-4
6,8,-2
6,9,-4
6,10,-7
6,11,-22
6,12,-17
6,13,-19
6,14,-23
6,15,-17
6,16,-23
6,17,-25
6,18,-25
6,19,-27
6,20,-39
7,8,2
7,9,0
7,10,-3
7,11,-18
7,12,-13
7,13,-15
7,14,-19
7,15,-13
7,16,-19
7,17,-21
7,18,-21
7,19,-23
7,20,-35
8,9,-2
8,10,-5
8,11,-20
8,12,-15
8,13,-17
8,14,-21
8,15,-15
8,16,-21
8,17,-23
8,18,-23
8,19,-25
8,20,-37
9,10,-3
9,11,-18
9,12,-13
9,13,-15
9,14,-19
9,15,-13
9,16,-19
9,17,-21
9,18,-21
9,19,-23
9,20,-35
10,11,-15
10,12,-10
10,13,-12
10,14,-16
10,15,-10
10,16,-16
10,17,-18
10,18,-18
10,19,-20
10,20,-32
11,12,5
11,13,3
11,14,-1
11,15,5
11,16,-1
11,17,-3
11,18,-3
11,19,-5
11,20,-17
12,13,-2
12,14,-6
12,15,0
12,16,-6
12,17,-8
12,18,-8
12,19,-10
12,20,-22
13,14,-4
13,15,2
13,16,-4
13,17,-6
13,18,-6
13,19,-8
13,20,-20
14,15,6
14,16,0
14,17,-2
14,18,-2
14,19,-4
14,20,-16
15,16,-6
15,17,-8
15,18,-8
15,19,-10
15,20,-22
16,17,-2
16,18,-2
16,19,-4
16,20,-16
17,18,0
17,19,-2
17,20,-14
18,19,-2
18,20,-14
19,20,-12
