i,j,fij
1,2,1
1,3,-3
1,4,-1
1,5,-8
1,6,-17
1,7,-17
1,8,-15
1,9,-14
1,10,-18
1,11,-24
1,12,-27
1,13,-20
1,14,-20
1,15,-17
1,16,-24
1,17,-27
1,18,-26
1,19,-28
1,20,-40
2,3,-4
2,4,-2
2,5,-9
2,6,-18
2,7,-18
2,8,-16
2,9,-15
2,10,-19
2,11,-25
2,12,-28
2,13,-21
2,14,-21
2,15,-18
2,16,-25
2,17,-28
2,18,-27
2,19,-29
2,20,-41
3,4,2
3,5,-5
3,6,-14
3,7,-14
3,8,-12
3,9,-11
3,10,-15
3,11,-21
3,12,-24
3,13,-17
3,14,-17
3,15,-14
3,16,-21
3,17,-24
3,18,-23
3,19,-25
3,20,-37
4,5,-7
4,6,-16
4,7,-16
4,8,-14
4,9,-13
4,10,-17
4,11,-23
4,12,-26
4,13,-19
4,14,-19
4,15,-16
4,16,-23
4,17,-26
4,18,-25
4,19,-27
4,20,-39
5,6,-9
5,7,-9
5,8,-7
5,9,-6
5,10,-10
5,11,-16
5,12,-19
5,13,-12
5,14,-12
5,15,-9
5,16,-16
5,17,-19
5,18,-18
5,19,-20
5,20,-32
6,7,0
6,8,2
6,9,3
6,10,-1
6,11,-7
6,12,-10
6,13,-3
6,14,-3
6,15,0
6,16,-7
6,17,-10
6,18,-9
6,19,-11
6,20,-23
7,8,2
7,9,3
7,10,-1
7,11,-7
7,12,-10
7,13,-3
7,14,-3
7,15,0
7,16,-7
7,17,-10
7,18,-9
7,19,-11
7,20,-23
8,9,1
8,10,-3
8,11,-9
8,12,-12
8,13,-5
8,14,-5
8,15,-2
8,16,-9
8,17,-12
8,18,-11
8,19,-13
8,20,-25
9,10,-4
9,11,-10
9,12,-13
9,13,-6
9,14,-6
9,15,-3
9,16,-10
9,17,-13
9,18,-12
9,19,-14
9,20,-26
10,11,-6
10,12,-9
10,13,-2
10,14,-2
10,15,1
10,16,-6
10,17,-9
10,18,-8
10,19,-10
10,20,-22
11,12,-3
11,13,4
11,14,4
11,15,7
11,16,0
11,17,-3
11,18,-2
11,19,-4
11,20,-16
12,13,7
12,14,7
12,15,10
12,16,3
12,17,0
12,18,1
12,19,-1
12,20,-13
13,14,0
13,15,3
13,16,-4
13,17,-7
13,18,-6
13,19,-8
13,20,-20
14,15,3
14,16,-4
14,17,-7
14,18,-6
14,19,-8
14,20,-20
15,16,-7
15,17,-10
15,18,-9
15,19,-11
15,20,-23
16,17,-3
16,18,-2
16,19,-4
16,20,-16
17,18,1
17,19,-1
17,20,-13
18,19,-2
18,20,-14
19,20,-12
