i,j,fij
1,2,3
1,3,-4
1,4,4
1,5,0
1,6,-9
1,7,-10
1,8,-9
1,9,-5
1,10,-9
1,11,-14
1,12,-16
1,13,-16
1,14,-7
1,15,-8
1,16,-16
1,17,-17
1,18,-16
1,19,-16
1,20,-22
2,3,-7
2,4,1
2,5,-3
2,6,-12
2,7,-13
2,8,-12
2,9,-8
2,10,-12
2,11,-17
2,12,-19
2,13,-19
2,14,-10
2,15,-11
2,16,-19
2,17,-20
2,18,-19
2,19,-19
2,20,-25
3,4,8
3,5,4
3,6,-5
3,7,-6
3,8,-5
3,9,-1
3,10,-5
3,11,-10
3,12,-12
3,13,-12
3,14,-3
3,15,-4
3,16,-12
3,17,-13
3,18,-12
3,19,-12
3,20,-18
4,5,-4
4,6,-13
4,7,-14
4,8,-13
4,9,-9
4,10,-13
4,11,-18
4,12,-20
4,13,-20
4,14,-11
4,15,-12
4,16,-20
4,17,-21
4,18,-20
4,19,-20
4,20,-26
5,6,-9
5,7,-10
5,8,-9
5,9,-5
5,10,-9
5,11,-14
5,12,-16
5,13,-16
5,14,-7
5,15,-8
5,16,-16
5,17,-17
5,18,-16
5,19,-16
5,20,-22
6,7,-1
6,8,0
6,9,4
6,10,0
6,11,-5
6,12,-7
6,13,-7
6,14,2
6,15,1
6,16,-7
6,17,-8
6,18,-7
6,19,-7
6,20,-13
7,8,1
7,9,5
7,10,1
7,11,-4
7,12,-6
7,13,-6
7,14,3
7,15,2
7,16,-6
7,17,-7
7,18,-6
7,19,-6
7,20,-12
8,9,4
8,10,0
8,11,-5
8,12,-7
8,13,-7
8,14,2
8,15,1
8,16,-7
8,17,-8
8,18,-7
8,19,-7
8,20,-13
9,10,-4
9,11,-9
9,12,-11
9,13,-11
9,14,-2
9,15,-3
9,16,-11
9,17,-12
9,18,-11
9,19,-11
9,20,-17
10,11,-5
10,12,-7
10,13,-7
10,14,2
10,15,1
10,16,-7
10,17,-8
10,18,-7
10,19,-7
10,20,-13
11,12,-2
11,13,-2
11,14,7
11,15,6
11,16,-2
11,17,-3
11,18,-2
11,19,-2
11,20,-8
12,13,0
12,14,9
12,15,8
12,16,0
12,17,-1
12,18,0
12,19,0
12,20,-6
13,14,9
13,15,8
13,16,0
13,17,-1
13,18,0
13,19,0
13,20,-6
14,15,-1
14,16,-9
14,17,-10
14,18,-9
14,19,-9
14,20,-15
15,16,-8
15,17,-9
15,18,-8
15,19,-8
15,20,-14
16,17,-1
16,18,0
16,19,0
16,20,-6
17,18,1
17,19,1
17,20,-5
18,19,0
18,20,-6
19,20,-6
