i,j,fij
1,2,-5
1,3,-19
1,4,-20
1,5,-22
1,6,-25
1,7,-31
1,8,-34
1,9,-31
1,10,-39
1,11,-48
1,12,-45
1,13,-42
1,14,-50
1,15,-42
1,16,-46
1,17,-50
1,18,-51
1,19,-53
1,20,-65
2,3,-14
2,4,-15
2,5,-17
2,6,-20
2,7,-26
2,8,-29
2,9,-26
2,10,-34
2,11,-43
2,12,-40
2,13,-37
2,14,-45
2,15,-37
2,16,-41
2,17,-45
2,18,-46
2,19,-48
2,20,-60
3,4,-1
3,5,-3
3,6,-6
3,7,-12
3,8,-15
3,9,-12
3,10,-20
3,11,-29
3,12,-26
3,13,-23
3,14,-31
3,15,-23
3,16,-27
3,17,-31
3,18,-32
3,19,-34
3,20,-46
4,5,-2
4,6,-5
4,7,-11
4,8,-14
4,9,-11
4,10,-19
4,11,-28
4,12,-25
4,13,-22
4,14,-30
4,15,-22
4,16,-26
4,17,-30
4,18,-31
4,19,-33
4,20,-45
5,6,-3
5,7,-9
5,8,-12
5,9,-9
5,10,-17
5,11,-26
5,12,-23
5,13,-20
5,14,-28
5,15,-20
5,16,-24
5,17,-28
5,18,-29
5,19,-31
5,20,-43
6,7,-6
6,8,-9
6,9,-6
6,10,-14
6,11,-23
6,12,-20
6,13,-17
6,14,-25
6,15,-17
6,16,-21
6,17,-25
6,18,-26
6,19,-28
6,20,-40
7,8,-3
7,9,0
7,10,-8
7,11,-17
7,12,-14
7,13,-11
7,14,-19
7,15,-11
7,16,-15
7,17,-19
7,18,-20
7,19,-22
7,20,-34
8,9,3
8,10,-5
8,11,-14
8,12,-11
8,13,-8
8,14,-16
8,15,-8
8,16,-12
8,17,-16
8,18,-17
8,19,-19
8,20,-31
9,10,-8
9,11,-17
9,12,-14
9,13,-11
9,14,-19
9,15,-11
9,16,-15
9,17,-19
9,18,-20
9,19,-22
9,20,-34
10,11,-9
10,12,-6
10,13,-3
10,14,-11
10,15,-3
10,16,-7
10,17,-11
10,18,-12
10,19,-14
10,20,-26
11,12,3
11,13,6
11,14,-2
11,15,6
11,16,2
11,17,-2
11,18,-3
11,19,-5
11,20,-17
12,13,3
12,14,-5
12,15,3
12,16,-1
12,17,-5
12,18,-6
12,19,-8
12,20,-20
13,14,-8
13,15,0
13,16,-4
13,17,-8
13,18,-9
13,19,-11
13,20,-23
14,15,8
14,16,4
14,17,0
14,18,-1
14,19,-3
14,20,-15
15,16,-4
15,17,-8
15,18,-9
15,19,-11
15,20,-23
16,17,-4
16,18,-5
16,19,-7
16,20,-19
17,18,-1
17,19,-3
17,20,-15
18,19,-2
18,20,-14
19,20,-12
