i,j,fij
1,2,0
1,3,-6
1,4,1
1,5,-2
1,6,-3
1,7,-8
1,8,-6
1,9,-5
1,10,-4
1,11,-11
1,12,-11
1,13,-9
1,14,-8
1,15,-7
1,16,-6
1,17,-8
1,18,-11
1,19,-11
1,20,-12
2,3,-6
2,4,1
2,5,-2
2,6,-3
2,7,-8
2,8,-6
2,9,-5
2,10,-4
2,11,-11
2,12,-11
2,13,-9
2,14,-8
2,15,-7
2,16,-6
2,17,-8
2,18,-11
2,19,-11
2,20,-12
3,4,7
3,5,4
3,6,3
3,7,-2
3,8,0
3,9,1
3,10,2
3,11,-5
3,12,-5
3,13,-3
3,14,-2
3,15,-1
3,16,0
3,17,-2
3,18,-5
3,19,-5
3,20,-6
4,5,-3
4,6,-4
4,7,-9
4,8,-7
4,9,-6
4,10,-5
4,11,-12
4,12,-12
4,13,-10
4,14,-9
4,15,-8
4,16,-7
4,17,-9
4,18,-12
4,19,-12
4,20,-13
5,6,-1
5,7,-6
5,8,-4
5,9,-3
5,10,-2
5,11,-9
5,12,-9
5,13,-7
5,14,-6
5,15,-5
5,16,-4
5,17,-6
5,18,-9
5,19,-9
5,20,-10
6,7,-5
6,8,-3
6,9,-2
6,10,-1
6,11,-8
6,12,-8
6,13,-6
6,14,-5
6,15,-4
6,16,-3
6,17,-5
6,18,-8
6,19,-8
6,20,-9
7,8,2
7,9,3
7,10,4
7,11,-3
7,12,-3
7,13,-1
7,14,0
7,15,1
7,16,2
7,17,0
7,18,-3
7,19,-3
7,20,-4
8,9,1
8,10,2
8,11,-5
8,12,-5
8,13,-3
8,14,-2
8,15,-1
8,16,0
8,17,-2
8,18,-5
8,19,-5
8,20,-6
9,10,1
9,11,-6
9,12,-6
9,13,-4
9,14,-3
9,15,-2
9,16,-1
9,17,-3
9,18,-6
9,19,-6
9,20,-7
10,11,-7
10,12,-7
10,13,-5
10,14,-4
10,15,-3
10,16,-2
10,17,-4
10,18,-7
10,19,-7
10,20,-8
11,12,0
11,13,2
11,14,3
11,15,4
11,16,5
11,17,3
11,18,0
11,19,0
11,20,-1
12,13,2
12,14,3
12,15,4
12,16,5
12,17,3
12,18,0
12,19,0
12,20,-1
13,14,1
13,15,2
13,16,3
13,17,1
13,18,-2
13,19,-2
13,20,-3
14,15,1
14,16,2
14,17,0
14,18,-3
14,19,-3
14,20,-4
15,16,1
15,17,-1
15,18,-4
15,19,-4
15,20,-5
16,17,-2
16,18,-5
16,19,-5
16,20,-6
17,18,-3
17,19,-3
17,20,-4
18,19,0
18,20,-1
19,20,-1
