i,j,fij
1,2,4
1,3,-3
1,4,2
1,5,-6
1,6,-14
1,7,-15
1,8,-16
1,9,-11
1,10,-15
1,11,-24
1,12,-25
1,13,-17
1,14,-17
1,15,-17
1,16,-21
1,17,-27
1,18,-26
1,19,-28
1,20,-37
2,3,-7
2,4,-2
2,5,-10
2,6,-18
2,7,-19
2,8,-20
2,9,-15
2,10,-19
2,11,-28
2,12,-29
2,13,-21
2,14,-21
2,15,-21
2,16,-25
2,17,-31
2,18,-30
2,19,-32
2,20,-41
3,4,5
3,5,-3
3,6,-11
3,7,-12
3,8,-13
3,9,-8
3,10,-12
3,11,-21
3,12,-22
3,13,-14
3,14,-14
3,15,-14
3,16,-18
3,17,-24
3,18,-23
3,19,-25
3,20,-34
4,5,-8
4,6,-16
4,7,-17
4,8,-18
4,9,-13
4,10,-17
4,11,-26
4,12,-27
4,13,-19
4,14,-19
4,15,-19
4,16,-23
4,17,-29
4,18,-28
4,19,-30
4,20,-39
5,6,-8
5,7,-9
5,8,-10
5,9,-5
5,10,-9
5,11,-18
5,12,-19
5,13,-11
5,14,-11
5,15,-11
5,16,-15
5,17,-21
5,18,-20
5,19,-22
5,20,-31
6,7,-1
6,8,-2
6,9,3
6,10,-1
6,11,-10
6,12,-11
6,13,-3
6,14,-3
6,15,-3
6,16,-7
6,17,-13
6,18,-12
6,19,-14
6,20,-23
7,8,-1
7,9,4
7,10,0
7,11,-9
7,12,-10
7,13,-2
7,14,-2
7,15,-2
7,16,-6
7,17,-12
7,18,-11
7,19,-13
7,20,-22
8,9,5
8,10,1
8,11,-8
8,12,-9
8,13,-1
8,14,-1
8,15,-1
8,16,-5
8,17,-11
8,18,-10
8,19,-12
8,20,-21
9,10,-4
9,11,-13
9,12,-14
9,13,-6
9,14,-6
9,15,-6
9,16,-10
9,17,-16
9,18,-15
9,19,-17
9,20,-26
10,11,-9
10,12,-10
10,13,-2
10,14,-2
10,15,-2
10,16,-6
10,17,-12
10,18,-11
10,19,-13
10,20,-22
11,12,-1
11,13,7
11,14,7
11,15,7
11,16,3
11,17,-3
11,18,-2
11,19,-4
11,20,-13
12,13,8
12,14,8
12,15,8
12,16,4
12,17,-2
12,18,-1
12,19,-3
12,20,-12
13,14,0
13,15,0
13,16,-4
13,17,-10
13,18,-9
13,19,-11
13,20,-20
14,15,0
14,16,-4
14,17,-10
14,18,-9
14,19,-11
14,20,-20
15,16,-4
15,17,-10
15,18,-9
15,19,-11
15,20,-20
16,17,-6
16,18,-5
16,19,-7
16,20,-16
17,18,1
17,19,-1
17,20,-10
18,19,-2
18,20,-11
19,20,-9
