i,j,fij
1,2,1
1,3,-8
1,4,-5
1,5,-10
1,6,-22
1,7,-20
1,8,-19
1,9,-17
1,10,-22
1,11,-26
1,12,-29
1,13,-19
1,14,-25
1,15,-23
1,16,-27
1,17,-32
1,18,-32
1,19,-34
1,20,-43
2,3,-9
2,4,-6
2,5,-11
2,6,-23
2,7,-21
2,8,-20
2,9,-18
2,10,-23
2,11,-27
2,12,-30
2,13,-20
2,14,-26
2,15,-24
2,16,-28
2,17,-33
2,18,-33
2,19,-35
2,20,-44
3,4,3
3,5,-2
3,6,-14
3,7,-12
3,8,-11
3,9,-9
3,10,-14
3,11,-18
3,12,-21
3,13,-11
3,14,-17
3,15,-15
3,16,-19
3,17,-24
3,18,-24
3,19,-26
3,20,-35
4,5,-5
4,6,-17
4,7,-15
4,8,-14
4,9,-12
4,10,-17
4,11,-21
4,12,-24
4,13,-14
4,14,-20
4,15,-18
4,16,-22
4,17,-27
4,18,-27
4,19,-29
4,20,-38
5,6,-12
5,7,-10
5,8,-9
5,9,-7
5,10,-12
5,11,-16
5,12,-19
5,13,-9
5,14,-15
5,15,-13
5,16,-17
5,17,-22
5,18,-22
5,19,-24
5,20,-33
6,7,2
6,8,3
6,9,5
6,10,0
6,11,-4
6,12,-7
6,13,3
6,14,-3
6,15,-1
6,16,-5
6,17,-10
6,18,-10
6,19,-12
6,20,-21
7,8,1
7,9,3
7,10,-2
7,11,-6
7,12,-9
7,13,1
7,14,-5
7,15,-3
7,16,-7
7,17,-12
7,18,-12
7,19,-14
7,20,-23
8,9,2
8,10,-3
8,11,-7
8,12,-10
8,13,0
8,14,-6
8,15,-4
8,16,-8
8,17,-13
8,18,-13
8,19,-15
8,20,-24
9,10,-5
9,11,-9
9,12,-12
9,13,-2
9,14,-8
9,15,-6
9,16,-10
9,17,-15
9,18,-15
9,19,-17
9,20,-26
10,11,-4
10,12,-7
10,13,3
10,14,-3
10,15,-1
10,16,-5
10,17,-10
10,18,-10
10,19,-12
10,20,-21
11,12,-3
11,13,7
11,14,1
11,15,3
11,16,-1
11,17,-6
11,18,-6
11,19,-8
11,20,-17
12,13,10
12,14,4
12,15,6
12,16,2
12,17,-3
12,18,-3
12,19,-5
12,20,-14
13,14,-6
13,15,-4
13,16,-8
13,17,-13
13,18,-13
13,19,-15
13,20,-24
14,15,2
14,16,-2
14,17,-7
14,18,-7
14,19,-9
14,20,-18
15,16,-4
15,17,-9
15,18,-9
15,19,-11
15,20,-20
16,17,-5
16,18,-5
16,19,-7
16,20,-16
17,18,0
17,19,-2
17,20,-11
18,19,-2
18,20,-11
19,20,-9
